ORG_CODE,ORG_NAME,ORG_CLASS,PARENT_ORG_CODE,ORG_STATE_CODE,ORG_LOCATION,ORG_START_DATE,ORG_STOP_DATE,ORG_UTF8_NAME
KOUKO,TMCAE,academic/non-profit,,J,Tokyo:Arakawa-ku,1962-01-01 00:00:00,,航空高専 (東京都立航空工業高等専門学校)
KP,North Korea,,,KP,Choson,1948-09-09 00:00:00,,조선민주주의인민공화국
KPA,Korean People's Army,defense,,KP,Pyongyang,1948-01-01 00:00:00,,조선인민군
KPAMJ,"Strategic Rocket Division, KPA",defense,KPA,KP,Songchong-kun,1999-01-01 00:00:00,2012-01-01 00:00:00,미사일지도국
KPI,Kyiv Polytechnic Institute,academic/non-profit,,UA,Kiev,1898-01-01 00:00:00,,Київський політехнічний інститут
KPNO,"Kitt Peak National Observatory, Cherry St Building",civilian,,US,"Tucson, Arizona",1960-01-01 00:00:00,,"Kitt Peak National Observatory, Cherry St Building"
KR,South Korea,,,KR,Hanguk,1948-08-15 00:00:00,,대한민국
KRAS,Krasnoyarksiy Mash Zavod,business,,RU,Krasnoyarsk,1935-01-01 00:00:00,,Красноярский машиностроительный завод
KRAT,Kratos Defense and Security Solutions,business,,US,"San Diego, California",2003-01-01 00:00:00,,Kratos Defense and Security Solutions
KRAU,Korea Aerospace University,academic/non-profit,,KR,Seoul:Goyang,2007-01-01 00:00:00,,한국항공대학교
KRLP,"Khan Research Laboratories, Kahuta",defense,,PK,Kahuta,1984-01-01 00:00:00,,"Khan Research Laboratories, Kahuta"
KS,RSCC,business,,RU,Moskva,2001-04-19 00:00:00,,ФГУП «Космическая связь»
KSC,NASA John F. Kennedy Space Center,civilian,NASA,US,"Cape Canaveral, Florida",1963-11-01 00:00:00,,NASA John F. Kennedy Space Center
KTEL,Korea Telecom,business,,KR,Hanguk,1981-01-01 00:00:00,2001-01-01 00:00:00,Korea Telecom
KTELT,KT Corp. (Korea Telecom),business,,KR,Hanguk,2001-01-01 00:00:00,,케이티 주식회사
KTH,Royal Inst. of Technology,academic/non-profit,,S,Stockholm:Roslagstull?,1827-01-01 00:00:00,,Kungliga Tekniska högskolan Rymd- och plasmafysik
KTHR,KayserThrede GmbH,business,,D,Munchen,1967-01-01 00:00:00,,Kayser-Threde GmbH
KTRAS,MKK Kosmotras,business,,RU,Moskva,1997-01-01 00:00:00,,ЗАО Международная космическая компания “Космотрас”
KTSAT,KT Sat,business,KTELT,KR,Seoul,2012-01-01 00:00:00,,KT Sat
KTU,Kaunas University of Technology,academic/non-profit,,LT,Kaunas,1920-01-01 00:00:00,,Kauno technologijos universitetas
KUBOS,Kubos Corp.,business,,IS,"Denton, Texas",2016-01-01 00:00:00,,"Kubos, Texas"
KUZ,OAO Kuznetsov,business,,SU,Samara,1996-01-01 00:00:00,,ОАО «Кузнецов»
KVR,Russian Space Forces,defense,,RU,Moskva:Solnechnogorsk,2001-06-01 00:00:00,2011-12-01 00:00:00,Космические войска России
KYO,Kyoto University,academic/non-profit,,J,Kyoto,1869-01-01 00:00:00,,京都大学
KYSP,"Kentucky Space, Kentucky Science and Technology Corp.",academic/non-profit,,US,"Lexington, Kentucky",2008-01-01 00:00:00,,"Kentucky Space, Kentucky Science and Technology Corp."
KYUD,Kyushu University,academic/non-profit,,J,"Fukuoaka, Fukuoka",1903-01-01 00:00:00,,九州大学
KYUT,Kyushu Instiute of Technology,academic/non-profit,,J,"Kitakyushu:Tobata, Fukuoka",2004-01-01 00:00:00,,九州工業大学
KZ,Kazakhstan,,,KZ,Qazaqstan,1991-12-16 00:00:00,,Қазақстан Республикасы
L,Luxembourg,,,L,Luxembourg,0963-01-01 00:00:00,,Grand-Duché de Luxembourg
LA,Laos,,,LA,Vientiane,1953-01-01 00:00:00,,ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ
LAC,Lockheed Aircraft Corporation,business,,US,"LA:Burbank, California",1932-01-01 00:00:00,1995-03-15 00:00:00,Lockheed Aircraft Corporation
LAMBDA,Lambda Team,academic/non-profit,,US,"San Jose, California",2014-01-01 00:00:00,,Lambda Team
LANAST,"National Authority for Science and Technology, Laos",civilian,,LA,Vientiane,,,ອົງການວິທະຍາສາດ ແລະ ເຕັກໂນໂລຊີແຫ່ງຊາດ (ອວຕຊ)
LAND,Land Group,business,,CN,Beijing?,1990-01-01 00:00:00,,Land Group
LANL,Los Alamos National Laboratory,defense,,US,"Los Alamos, New Mexico",1980-01-01 00:00:00,,Los Alamos National Laboratory
LAOJV,Lao Satellite Joint Venture Company,business,LANAST,LA,Vientiane,2015-01-01 00:00:00,,Lao Satellite Joint Venture Co.
LAPAN,Lembaga Penerbangan dan Antariksa Nasional/LAPAN,civilian,,ID,Jakarta,1964-11-27 00:00:00,,Lembaga Penerbangan dan Antariksa Nasional/LAPAN
LAPANR,LAPAN Rocket Motor Lab,civilian,,ID,"Tarogong, W Java",,,LAPAN Rocket Motor Lab
LARC,NACA Langley Research Center,civilian,NACA,US,"Langley Field, Hampton, Virginia",1917-01-01 00:00:00,1958-10-01 00:00:00,NACA Langley Research Center
LARCN,NASA Langley Research Center,civilian,NASA,US,"Langley Field, Hampton, Virginia",1958-10-01 00:00:00,,NASA Langley Research Center
LARCNE,"NASA Engineering and Safety Center, LaRC",civilian,NASA,US,"Langley Field, Hampton, Virginia",2003-01-01 00:00:00,,"NASA Engineering and Safety Center, LaRC"
LAS,Labo. d'Astronomie Spatiale,academic/non-profit,CNRS,F,Marseille,,,Labo. d'Astronomie Spatiale
LASL,Los Alamos Scientific Laboratory,defense,,US,"Los Alamos, New Mexico",1947-01-01 00:00:00,1980-01-01 00:00:00,Los Alamos Scientific Laboratory
LATMOS,"Aeronomy Service, CNRS",civilian,CNRS,F,Paris:Verrieres:le:Buisson,2009-01-01 00:00:00,,"Laboratoire Atmosphères, Milieux, Observations spatiales"
LB,Lebanon,,,LB,Beirut,1943-01-01 00:00:00,,الجمهورية اللبنانية
LCT,Laboratoire Centrale de Telecommunications,civilian,,F,Paris,1927-01-01 00:00:00,,Laboratoire Centrale de Telecommunications
LEEDS,University of Leeds,academic/non-profit,,UK,Leeds,1887-01-01 00:00:00,,University of Leeds
LEID,Universiteit Leiden,academic/non-profit,,NL,Leiden,1575-01-01 00:00:00,,Universiteit Leiden
LEOS,"Loral ElectroOptical Systems, Inc.",business,LORC,US,"Pasadena, California",1980-01-01 00:00:00,,"Loral Electro-Optical Systems, Inc."
LEOSTL,LeoStella LLC (SFLIN/THALES),business,SFLIN,US,Seattle,2018-03-01 00:00:00,,LeoStella LLC
LERC,NASA Lewis Research Center,civilian,NASA,US,"Cleveland, Ohio",1958-01-01 00:00:00,1999-03-01 00:00:00,NASA Lewis Research Center
LGAR,L'Garde Inc.,business,,US,"Tustin, California",1971-01-01 00:00:00,,L'Garde Inc.
LIEGE,Universite' de Liege,academic/non-profit,,B,"Liege, Wallonie",1817-01-01 00:00:00,,Université de Liège
LII,Letnoissledovatel'skiy institut im. M.M. Gromov,defense,,RU,Zhukovsky:Ramenskoye,1941-01-01 00:00:00,,Лётно-исследовательский институт имени М. М. Громова
LINAO,"Aerologisches Observatorium Lindenberg, Met. Dienst DDR",civilian,,DD,"Lindenberg, Bayern e",1905-01-01 00:00:00,,"Aerologisches Observatorium Lindenberg, Met. Dienst DDR"
LINK,Link Space Aerospace Technology,business,,CN,Beijing,2014-01-01 00:00:00,,深圳市翎客航天技术有限公司
LK,Sri Lanka,,,LK,Colombo/Sri Jayawardenapura Kotte,1972-01-01 00:00:00,,ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය
LKA,Lithuanian Space Association,academic/non-profit,,LT,Vilnius,2010-01-01 00:00:00,,Lietuvos Kosmoso Asociacija
LLL,Lawrence Livermore Lab,defense,,US,"Livermore, California",1971-06-01 00:00:00,1980-01-01 00:00:00,Lawrence Livermore Lab
LLNL,Lawrence Livermore National Lab,defense,,US,"Livermore, California",1980-01-01 00:00:00,,Lawrence Livermore National Lab
LM,Lockheed Martin,business,,US,"Sunnyvale, California",1995-03-15 00:00:00,,Lockheed Martin
LMA,Lockheed Martin Astronautics,business,LM,US,"Denver:Littleton, Colorado",1995-03-15 00:00:00,2003-01-01 00:00:00,Lockheed Martin Astronautics
LMASD,LMA/San Diego (Kearny Mesa),business,LM,US,"San Diego:Kearny Mesa, California",1995-03-15 00:00:00,1996-01-01 00:00:00,LMA/San Diego (Kearny Mesa)
LMATC,Lockheed Martin Advanced Technology Center,business,LM,US,"Palo Alto, California",1997-01-01 00:00:00,,Lockheed Martin Advanced Technology Center
LMCAM,Lockheed Martin Missiles and Fire Control/Camden,business,LM,US,"Camden, Arkansas",1995-01-01 00:00:00,,Lockheed Martin Missiles and Fire Control/Camden
LMCLS,Lockheed Martin Commercial Launch Services,business,LM,US,"McLean, Virginia",2008-01-01 00:00:00,,Lockheed Martin Commercial Launch Services
LMCO,Lockheed Martin Courtland (Lawrence County),business,LM,US,"Courtland, Alabama",1994-01-01 00:00:00,,Lockheed Martin Courtland (Lawrence County)
LMCOM,Lockheed Martin Global Telecom/Comsat General,business,LM,US,"Washington, DC",1998-09-01 00:00:00,2004-10-01 00:00:00,Lockheed Martin Global Telecom/Comsat General
LMCSS,Lockheed Martin Commercial Space Systems/Sunnyvale,business,LM,US,"Sunnyvale, California",1996-01-01 00:00:00,,Lockheed Martin Commercial Space Systems/Sunnyvale
LMEW,Lockheed Martin/East Windsor,business,LM,US,"East Windsor, New Jersey",1995-03-15 00:00:00,1998-01-01 00:00:00,Lockheed Martin/East Windsor
LMGT,Lockheed Martin Global Telecommunications,business,LM,US,"Sunnyvale, California ?",1995-03-01 00:00:00,,Lockheed Martin Global Telecommunications
LMI,Lockheed Martin Intersputnik,business,LMGT,UK,London,1997-01-01 00:00:00,2006-01-01 00:00:00,Lockheed Martin Intersputnik
LMINS,Lockheed Martin INSYS,business,LM,UK,"Ampthill, Bedfordshire",2005-08-01 00:00:00,,Lockheed Martin INSYS
LMKSC,"Lockheed Martin, Operations/Checkout Bldg, Kennedy Space Center",business,LM,US,"Kennedy Space Center, Florida",2009-01-01 00:00:00,,"Lockheed Martin, Operations/Checkout Bldg, Kennedy Space Center"
LMMF,Lockheed Martin Missiles and Fire Control  Dallas,business,LM,US,"Dallas:Grand Prairie, Texas",1999-01-01 00:00:00,,Lockheed Martin Missiles and Fire Control - Dallas
LMMI,Lockheed Martin/Michoud,business,LM,US,"Michoud, Louisiana",1995-03-15 00:00:00,,Lockheed Martin/Michoud
LMMS,"Lockheed Martin Missiles and Space, Sunnyvale",business,LM,US,"Sunnyvale, California",1995-03-15 00:00:00,2005-01-01 00:00:00,"Lockheed Martin Missiles and Space, Sunnyvale"
LMN,Lockheed Martin Commercial Space Systems/Newton,business,LM,US,"Newton, Pennsylvania",1997-01-01 00:00:00,2015-01-01 00:00:00,Lockheed Martin Commercial Space Systems/Newton
LMO,Lockheed Martin Missiles and Fire Control/Orlando,business,LM,US,"Orlando, Florida",1995-01-01 00:00:00,,Lockheed Martin Missiles and Fire Control/Orlando
LMPCO,Lockheed Martin Pike County Operations,business,LM,US,"Troy, Alabama",1995-01-01 00:00:00,,Lockheed Martin Pike County Operations
LMSAL,Lockheed Martin Solar and Astrophysics Laboratory,business,LMATC,US,"Palo Alto, California",1997-01-01 00:00:00,,Lockheed Martin Solar and Astrophysics Laboratory
LMSAN,Lockheed Martin Aerospace Electronics Systems/Nashua,business,,US,"Nashua, New Hampshire",1995-01-01 00:00:00,2000-01-01 00:00:00,Lockheed Martin Aerospace Electronics Systems/Nashua
LMSC,Lockheed Missiles and Space Co.,business,LAC,US,"Sunnyvale, California",1961-06-01 00:00:00,1995-03-15 00:00:00,Lockheed Missiles and Space Co.
LMSCV,Lockheed Martin Space Communications Ventures,business,LM,US,"Sunnyvale, California?",1997-01-01 00:00:00,2006-09-01 00:00:00,Lockheed Martin Space Communications Ventures
LMSD,Lockheed Missiles and Space Division,business,LAC,US,"Sunnyvale, California",1955-01-01 00:00:00,1961-06-01 00:00:00,Lockheed Missiles and Space Division
LMSO,LM Space Operations,business,SHAB,US,"Titusville, Florida",2014-08-01 00:00:00,,LM Space Operations
LMSS,Lockheed Martin Space Systems (Sunnyvale),business,LAC,US,"Sunnyvale, California",2005-01-01 00:00:00,,Lockheed Martin Space Systems (Sunnyvale)
LMSSD,"Lockheed Martin Space Systems (Denver), Astronautics Operations",business,LM,US,"Denver:Littleton, Colorado",2003-01-01 00:00:00,,"Lockheed Martin Space Systems (Denver), Astronautics Operations"
LMT,Lockheed Martin Telecommunications,business,LM,US,"Sunnyvale, California",1995-01-01 00:00:00,,Lockheed Martin Telecommunications
LMTEW,Lockheed Martin Telecommunications/East Windsor,business,LM,US,"East Windsor, New Jersey",1995-01-01 00:00:00,1998-01-01 00:00:00,Lockheed Martin Telecommunications/East Windsor
LMV,Lockheed Martin Vought,business,,US,"Dallas:Grand Prairie, Texas",1996-01-01 00:00:00,1999-01-01 00:00:00,Lockheed Martin Vought
LMVF,Lockheed Martin Space Systems/Valley Forge,business,LM,US,"Valley Forge, Penn.",1995-01-01 00:00:00,,Lockheed Martin Space Systems/Valley Forge
LOR,SS/Loral,business,LORC,US,"Palo Alto, California",1990-10-01 00:00:00,2012-11-01 00:00:00,SS/Loral
LORC,Loral Corporation,business,,US,"New York, New York",1948-01-01 00:00:00,1996-01-01 00:00:00,Loral Corporation
LORI,Loral Orion,business,LORC,US,"Rockville, Maryland",1998-03-20 00:00:00,2005-11-21 00:00:00,Loral Orion
LORS,Loral Space and Communications Inc.,business,,US,"New York, New York",1996-01-01 00:00:00,,Loral Space and Communications Inc.
LPA,"Laboratoire de Physique de L'Atmosphere, Univ. Paris",civilian,,F,Paris,1955-01-01 00:00:00,,Laboratoire de Physique de l'Atmosphère
LPARL,Lockheed Palo Alto Research Labs,business,LAC,US,"Palo Alto, California",1956-01-01 00:00:00,1997-01-01 00:00:00,Lockheed Palo Alto Research Labs
LPC,Lockheed Propulsion Co,business,,US,"Redlands, California",1961-01-01 00:00:00,1974-01-01 00:00:00,Lockheed Propulsion Co
LPCE,Laboratoire de Physique et Chimie de l'Enivronnement et de l'Espace,academic/non-profit,,F,Orleans,,,Laboratoire de Physique et Chimie de l'Enivronnement et de l'Espace
LPI,Lunar and Planetary Institute,civilian,,US,"Houston, Texas",1968-01-01 00:00:00,,Lunar and Planetary Institute
LPSC,VSSC Liquid Propulsion Systems Center,civilian,,IN,"Trivandrum, Kerala",,,VSSC Liquid Propulsion Systems Center
LPSCM,"VSSC Liquid Propulsion Systems Center, Mahendragiri Facilities",civilian,,IN,"Mahendragiri, Tamil Nadu",,,"VSSC Liquid Propulsion Systems Center, Mahendragiri Facilities"
LPSP,Laboratoire de Physique Stellaire et Planetaire (CNRS),civilian,CNRS,F,"Paris:Verrieres:le:Buisson, Essonne",,,Laboratoire de Physique Stellaire et Planétaire du CNRS
LRBA,Laboratoire de Recherches Ballistiques et Aerodynamiques,civilian,DGA,F,"Vernon, Hte Normandie",1946-05-01 00:00:00,,Laboratoire de Recherches Balistiques et Aérodynamiques
LRL,Lawrence Radiation Laboratory,defense,,US,"Livermore, California",1958-01-01 00:00:00,1971-06-01 00:00:00,Lawrence Radiation Laboratory
LRPG,Long Range Proving Ground,generic organization,,US,"Cape Canaveral, Florida",1949-01-01 00:00:00,1950-01-01 00:00:00,Long Range Proving Ground
LRRC,Lunar Rocket and Rover Co.,generic organization,,US,"Los Alamitos, California",2002-03-01 00:00:00,2010-01-01 00:00:00,Lunar Rocket and Rover Co.
LRS,LRS,civilian,,LB,Beirut:Dbayeh,1960-01-01 00:00:00,1966-01-01 00:00:00,L'Association Libanaise pour l'Étude des Engins Spatiaux
LRWE,Long Range Weapons Establishment,defense,,AU,"Adelaide:Salisbury, S Australia",1947-01-01 00:00:00,1955-01-01 00:00:00,Long Range Weapons Establishment
LSKY,Loral Skynet,business,LORC,US,"Bedminster, New Jersey",1996-01-01 00:00:00,2007-10-31 00:00:00,Loral Skynet
LSKYB,Loral Skynet do Brazil,business,LSKY,BR,Rio de Janeiro,2000-01-01 00:00:00,2007-10-31 00:00:00,Loral Skynet do Brazil
LSQ,LightSquared (Harbinger Capital Partners),business,,US,"New York, New York",2010-07-01 00:00:00,,LightSquared (Harbinger Capital Partners)
LT,Lithuania,,,LT,Vilnius,1990-03-11 00:00:00,,Lietuvos Respublika
LTU,Lulea Technical University,academic/non-profit,,S,Lulea,1971-01-01 00:00:00,,Luleå tekniska universitet
LTV,LingTemcoVought Missile Systems,business,,US,"Dallas:Grand Prarie, Texas",1962-01-01 00:00:00,1976-01-01 00:00:00,Ling-Temco-Vought Missile Systems
LTVCAM,LTV Camden,business,LTV,US,"Camden, Arkansas",,1995-01-01 00:00:00,LTV Camdebn
LTVE,LTV Electronic Systems Division,business,,US,"Dallas:Garland, Texas",1964-01-01 00:00:00,1972-01-01 00:00:00,LTV Electronic Systems Division
LTVM,"LTV, Michigan Army Missile Plant",business,,US,"Detroit:Sterling Heights, Michigan",1962-01-01 00:00:00,1980-01-01 00:00:00,"LTV, Michigan Army Missile Plant"
LTVV,LTV Missiles and Space (Vought Corporation),business,,US,"Dallas:Grand Prairie, Texas",1976-01-01 00:00:00,1992-08-31 00:00:00,LTV Missiles and Space (Vought Corporation)
LULRZ,Luliang Municipal People's Government,civilian,,CN,"Luliang, Shanxi",,,吕梁市人民政府
LUNA,Moon,,,LUNA,Luna,,,Luna
LUND,Lund University,academic/non-profit,,S,"Lund, Scania",1666-01-01 00:00:00,,Lunds universitat
LUX,Leicester University Xray group,academic/non-profit,,UK,Leicester,1961-01-01 00:00:00,,Leicester University X-ray group
LUXG,LuxGovSat S.A.,business,SES,L,"Betzdorf, Luxembourg",2016-01-01 00:00:00,,LuxGovSat S.A.
LUXS,LuxSpace Sarl (OHB),business,OHB,L,"Betzdorf, Luxembourg",2004-11-01 00:00:00,,LuxSpace Sarl (OHB)
LV,Latvia,,,LV,Riga,1991-01-01 00:00:00,,Latvijas Republika
LVMS,Loral Vought,business,LORC,US,"Dallas:Grand Prairie, Texas",1992-08-31 00:00:00,1996-01-01 00:00:00,Loral Vought
LVN,"Lockheed Aircraft Corp, Plant B9, Missile Systems Division (X7)",business,LAC,US,"Van Nuys, California",1954-01-01 00:00:00,1960-01-01 00:00:00,"Lockheed Aircraft Corp, Plant B-9, Missile Systems Division (X-7)"
LW,German Air Force,defense,,D,Koln?,1956-01-01 00:00:00,,Luftwaffe (Bundeswehr)
LY,Libya,,,LY,Al Libiyyah,1951-12-24 00:00:00,,الجماهيرية العربية الليبية الشعبية الاشتراكية العظمى
LYK,OneSpace,business,,CN,Chongqing Liangjian New Area,2015-01-01 00:00:00,,北京零壹空间科技有限公司
M42,M42 Technologies,business,,US,"Seattle, Washington",2014-08-01 00:00:00,,M42 Technologies
MA,Morocco,,,MA,Al Maghrib,1956-03-02 00:00:00,,المملكة المغربية
MAI,Ministry of Astronautics Industry,civilian,,CN,Beijing,1982-04-01 00:00:00,1988-07-01 00:00:00,航天工业部
MAI2,Ministry of Aerospace Industry,civilian,,CN,Beijing,1988-07-01 00:00:00,1993-06-01 00:00:00,航空航天工业部
MAIMD,Maryland Aerospace,business,,US,"Crofton, Maryland",2004-01-01 00:00:00,,Maryland Aerospace
MAIO,"Moscow Aviation Institute, Student KB Iskra",civilian,,SU,Moskva,1933-01-01 00:00:00,,"Московский авиационный институт им. Серго Орджоникидзе, СКБ «Искра»"
MAK,Makeev Design Bureau,business,,RU,"Miass, Chelyabinsk",1993-01-01 00:00:00,,Государственный ракетный центр имени академика В.П. Макеева
MARCO,Marconi,business,,UK,Portsmouth,,,Marconi
MARQ,Marquardt/Van Nuys,business,,US,"Van Nuys, California",1948-01-01 00:00:00,1990-01-01 00:00:00,Marquardt/Van Nuys
MARQO,Marquardt/Ogden,business,,US,"Ogden, Utah",1957-01-01 00:00:00,,Marquardt/Ogden
MARTB,MartinBaltimore,business,,US,"Baltimore, Maryland",,1961-01-01 00:00:00,Martin-Baltimore
MARTD,MartinDenver,business,,US,"Denver:Littleton, Colorado",1955-01-01 00:00:00,1961-01-01 00:00:00,Martin-Denver
MARTO,Martin/Orlando,business,,US,"Orlando, Florida",1957-01-01 00:00:00,1961-01-01 00:00:00,Martin/Orlando
MASTEN,"Masten Space Systems, R&D Shop",business,,US,"Mojave, California",2004-01-01 00:00:00,,"Masten Space Systems, R&D Shop"
MATRA,MATRA Space,business,,F,Paris:Velizy?,,1989-01-01 00:00:00,MATRA Espace
MATT,MATRA Space,business,,F,Toulouse,1968-01-01 00:00:00,1989-01-01 00:00:00,MATRA Espace
MATV,MATRA Space,business,,F,Paris:Velizy,,1989-01-01 00:00:00,MATRA Espace (Velizy)
MAXAR,"Maxar Technologies, Ltd",business,,CA,"Richmond, British Columbia",2017-10-01 00:00:00,,"MacDonald, Dettwiler and Associates"
MAXARB,MDA Robotics,business,MAXAR,CA,"Brampton, Ontario",2017-10-01 00:00:00,,MDA (MacDonald Dettwiler Assoc.) Robotics
MAXARM,Maxar Satellite Systems,business,MAXAR,CA,"Montreal:St-Anne-de-Bellevue, Quebec",2017-10-01 00:00:00,,MDA Satellite Systems
MBAK,MartinBaker Aircraft Ltd,business,,UK,"Higher Denham, Buckinghamshire",,,Martin-Baker Aircraft Ltd
MBB,MBB,business,,D,Munchen:Ottobrunn,1968-01-01 00:00:00,1989-12-01 00:00:00,Messerschmitt-Bölkow-Blohm GMbH
MBBE,MBBERNO,business,MBB,D,Bremen,1980-12-01 00:00:00,1989-12-01 00:00:00,MBB-ERNO (Entwicklungsring Nord)
MBBM,"MBB (Munchen, Junkers plant)",business,,D,Munchen,1969-01-01 00:00:00,1975-01-01 00:00:00,MBB München
MBCO,Mobile Broadcasting Corp,business,,J,Tokyo:Shinagawa,1998-05-01 00:00:00,2009-03-01 00:00:00,モバイル放送株式会社
MBRSC,"Mohammed bin Rashid Space Centre, EIAST",civilian,EIAST,UAE,Dubai,2015-05-01 00:00:00,,"Mohammed bin Rashid Space Centre, EIAST"
MC,Monaco,,,MC,Monaco,1297-01-01 00:00:00,,Principauté de Monaco
MCDA,McDonnell Aircraft,business,,US,"St Louis, Missouri",1938-01-01 00:00:00,1967-01-01 00:00:00,McDonnell Aircraft
MCI,MCI Communications Corp.,business,,US,"Washington, DC",1963-01-01 00:00:00,2003-01-01 00:00:00,MCI Communications Corp.
MDA,Missile Defense Agency,defense,,US,"Washington,DC:Pentagon",2002-01-01 00:00:00,,Missile Defense Agency
MDABC,"MacDonald, Dettwiler and Associates",business,,CA,"Richmond, British Columbia",1990-01-01 00:00:00,2017-10-01 00:00:00,"MacDonald, Dettwiler and Associates"
MDAC,McDonnell Douglas Astronautics/HB,business,MDC,US,"Huntington Beach, California",1967-01-01 00:00:00,1996-12-01 00:00:00,McDonnell Douglas Astronautics Co.
MDAIOC,"MDA Missile Defense Integration and Operations Center, Schreiver AFB",defense,,US,"Colorado Springs, Colorado",2011-01-01 00:00:00,,"MDA Missile Defense Integration and Operations Center, Schreiver AFB"
MDAM,MDA Satellite Systems,business,MDABC,CA,"Montreal:St-Anne-de-Bellevue, Quebec",2005-01-01 00:00:00,2017-10-01 00:00:00,MDA Satellite Systems
MDASL,MDA/St Louis,business,MDC,US,"St Louis, Missouri",1967-01-01 00:00:00,1996-01-01 00:00:00,MDA/St Louis
MDC,McDonnell Douglas,business,,US,"St Louis, Missouri",1967-01-01 00:00:00,1996-01-01 00:00:00,McDonnell Douglas
MDD,Met Service of the DDR,civilian,,DD,Berlin:Potsdam?,1950-01-01 00:00:00,1991-01-01 00:00:00,Meteorologischer Dienst der DDR
MDDI,Italian Defense Administration,defense,,I,Roma,,,"Ministero della Difesa, Amministrazione Difesa"
MDHSV,McDonnell Douglas/Huntsville,business,MDC,US,"Huntsville, Alabama",1962-01-01 00:00:00,1997-01-01 00:00:00,McDonnell Douglas Aerospace - Huntsville
MDPE,Ministry of Defense of Peru,defense,,PE,Lima,1987-01-01 00:00:00,,Ministerio de Defensa del Perú
MDR,MDA Robotics,business,MDABC,CA,"Brampton, Ontario",1999-03-01 00:00:00,2017-10-01 00:00:00,MDA (MacDonald Dettwiler Assoc.) Robotics
MDSSC,McDonnell Douglas/HB,business,MDC,US,"Huntington Beach, California",,,McDonnell Douglas Space Systems Corp. (MDSSC-HB)
MEAS,Measat,business,,MY,"Cyberjaya, Sepang, Selangor",2001-01-01 00:00:00,,MEASAT Satellite Systems Sdn Bhd.
MEGS,Meggiorin Group,business,,I,"Brescia, Italia",,,"Meggiorin Group, Brescia"
MEI,Moscow Power Engineering Institute,academic/non-profit,,SU,Moskva,1930-01-01 00:00:00,,Московский энергетический институт
MEISEI,Meisei Electric Co. Ltd,business,,J,Tokyo,1938-01-01 00:00:00,,明星電気株式会社
MEIT,MEI Technologies,business,,US,"Houston, Texas",2005-01-01 00:00:00,,MEI Technologies
MELB,Melbourne Uni./Australis,academic/non-profit,,AU,"Melbourne, Victoria",1853-01-01 00:00:00,,"Project Australis, Melbourne University"
MELCO,Mitsubishi Electric Co.,business,,J,Kanagawa,,,三菱電機（株） 鎌倉製作所
METCA,"Meteorological Service of Canada, Dept. of the Environment",civilian,,CA,Toronto:Downsview,2002-01-01 00:00:00,,"Meteorological Service of Canada, Dept. of the Environment"
METP,Ministry of the Electrotechnical Industry,civilian,,SU,Mosvka,1965-01-01 00:00:00,1991-01-01 00:00:00,Министерство электротехнической промышленности СССР
MEWTA,White Sands/MEWTA,defense,WSMR,US,"White Sands, New Mexico",1960-01-01 00:00:00,1970-01-01 00:00:00,"Miissile Electronic Warfare Techincal Area, WSMR"
MGON,MGON,defense,,SU,Moskva,1953-01-01 00:00:00,1991-12-01 00:00:00,Министерство геологии и охраны недр
MGU,Moscow State University,academic/non-profit,,RU,Moskva,1755-01-01 00:00:00,,Московский государственный университет имени М. В. Ломоносова
MH,Marshall Is.,,,MH,"Majuro, Marshall Is.",1979-01-01 00:00:00,,Republic of the Marshall Islands
MHI,Mitsubishi Heavy Industries (Launch Services),business,,J,Tokyo:Minato,1964-01-01 00:00:00,,三菱重工業株式会社
MHIKO,"MHI Aerospace Systems, Komaki Minami Plant",business,,J,Nagoya:Komaki (Nagoya Airport),,,三菱重工業 小牧南工場
MHIME,MHI Guidance and Propulsion (Meiyo),business,,J,Nagoya:Komaki,,,名古屋誘導推進システム製作所
MHITO,"MHI Aerospace Systems, Tobishima Plant",business,,J,Nagoya:Tobishima,,,三菱重工業名古屋航空宇宙システム製作所   飛島工場
MICOM,US Army Missile Command,defense,,US,"Huntsville, Alabama",1963-05-01 00:00:00,1997-10-01 00:00:00,US Army Missile Command
MICRC,MicroCraft Inc.(Allied Aerospace),business,,US,"Tullahoma, Tennessee",1958-01-01 00:00:00,1999-01-01 00:00:00,MicroCraft Inc.(Allied Aerospace)
MICRC2,MicroCraft Inc,business,,US,"Tullahoma, Tennessee",2011-03-01 00:00:00,,MicroCraft Inc
MICRCA,MicroCraft Inc.(Allied Aerospace),business,,US,"Tullahoma, Tennessee",1999-01-01 00:00:00,2003-11-01 00:00:00,MicroCraft Inc.(Allied Aerospace)
MICRL,MicroSat Lt  (IAI/Rafael),business,,IL,Tel Aviv?,2009-01-01 00:00:00,,MicroSat Lt  (IAI/Rafael)
MICROC,Microcosm Inc.,business,,US,"Hawthorne, California",,,Microcosm Inc.
MICSG,MicroSpace RAPID Pte Ltd.,business,,SG,Singapore,2002-01-01 00:00:00,,MicroSpace RAPID Pte Ltd.
MICSP,MicroSpace Inc.,business,,US,"Denver, Colorado",1998-01-01 00:00:00,2012-01-01 00:00:00,Micro-Space Inc.
