ORG_CODE,ORG_NAME,ORG_CLASS,PARENT_ORG_CODE,ORG_STATE_CODE,ORG_LOCATION,ORG_START_DATE,ORG_STOP_DATE,ORG_UTF8_NAME
AFSMB,US Air Force Space and Missile Center (Norton),defense,AFSC,US,"Norton AFB, San Bernardino, California",1993-09-01 00:00:00,1995-09-01 00:00:00,US Air Force Space and Missile Center (Norton)
AFSMC,US Air Force Space and Missile Center,defense,USAF,US,"El Segundo, California",1992-07-01 00:00:00,,US Air Force Space and Missile Center
AFSMS,"US Air Force Sec. AF, Office of Satellite and Missile Systems",defense,USAF,US,"Arlington, Virginia?  / El Segundo",1960-09-01 00:00:00,,"US Air Force Sec. AF, Office of Satellite and Missile Systems"
AFSOC,US Air Force Special Operations Command,defense,USAF,US,"Eglin, Florida",1990-05-22 00:00:00,,US Air Force Special Operations Command
AFSPC,US Air Force Space Command,defense,USAF,US,"Peterson AFB, Colorado",1982-09-01 00:00:00,,US Air Force Space Command
AFSSD,US Air Force Space Systems Division,defense,AFSC,US,"El Segundo, California",1961-04-01 00:00:00,1967-07-01 00:00:00,US Air Force Space Systems Division
AFSSD2,US Air Force Space Systems Division,defense,USAF,US,"El Segundo, California",1989-03-01 00:00:00,1992-07-01 00:00:00,US Air Force Space Systems Division
AFSWC,US Air Force Special Weapons Center,defense,USAF,US,"Kirtland AFB, Albequerque, New Mexico",1952-04-01 00:00:00,1976-04-01 00:00:00,US Air Force Special Weapons Center
AFSWP,"US Air Force Special Weapons Project, Sandia Base",defense,USAF,US,"Sandia AFB, Albequerque, New Mexico",1947-01-01 00:00:00,1959-01-01 00:00:00,"US Air Force Special Weapons Project, Sandia Base"
AFTAC,US Air Force Technical Applications Center,defense,USAF,US,"Patrick AFB, Florida",1947-01-01 00:00:00,,US Air Force Technical Applications Center
AFWDD,AF WDD,defense,USAF,US,"El Segundo, California",1954-07-01 00:00:00,1957-06-01 00:00:00,US Air Force Western Development Division
AFWL,AFWL,defense,USAF,US,"Kirtland AFB, Albequerque, New Mexico",1963-01-01 00:00:00,1990-01-01 00:00:00,US Air Force Weapons Lab
AG,Antigua,,,AG,Antigua,1981-01-01 00:00:00,,Antigua and Barbuda
AGILS,AgilSpace,business,STESS,SG,Singapore,2015-01-01 00:00:00,,AgilSpace
AGSL,ABS Global Satellite Ltd.,business,,PG,Port Moresby,2017-01-01 00:00:00,,ABS Global Satellite Ltd.
AGUK,Antigua,,UK,AGUK,Antigua,1832-01-01 00:00:00,1981-01-01 00:00:00,Antigua colony
AIL,Airborne Instruments Laboratory,business,,US,Mineola New York,1945-01-01 00:00:00,1958-01-01 00:00:00,Airborne Instruments Laboratory
AJ,Aerojet Engineering,business,GTRC,US,"Azusa, California",1947-01-01 00:00:00,2001-01-01 00:00:00,Aerojet Engineering
AJCA,Aerojet/Camden,engine/motor manufacturer,GTRC,US,"East Camden, Arkansas",2003-01-01 00:00:00,,Aerojet/Camden
AJGC,Aerojet General Corp.,business,GTRC,US,"Sacramento:Rancho Cordova, California",1953-01-01 00:00:00,2013-06-01 00:00:00,Aerojet General Corp.
AJP,"Aerojet Engineering, Pasadena",business,GTRC,US,"Pasadena, California",1942-01-01 00:00:00,1947-01-01 00:00:00,"Aerojet Engineering, Pasadena"
AJR,Aerojet Rocketdyne,business,GTRC,US,"Sacramento:Rancho Cordova, California",2013-06-01 00:00:00,,Aerojet Rocketdyne
AJRCP,Aerojet Rocketdyne/Canoga Park,business,GTRC,US,"Canoga Park, California",2013-06-01 00:00:00,,Aerojet Rocketdyne/Canoga Park
AJRED,Aerojet/Redmond,business,AJ,US,"Redmond, Washington",2002-08-01 00:00:00,2013-06-01 00:00:00,Aerojet/Redmond
AJRFL,Aerojet Rocketdyne/West Palm Beach,business,AJR,US,"West Palm Beach, Florida",2013-06-01 00:00:00,,Aerojet Rocketdyne/West Palm Beach
AJRRED,Aerojet Rocketdyne/Redmond,business,AJR,US,"Redmond, Washington",2013-06-01 00:00:00,,Aerojet Rocketdyne/Redmond
AJRSP,"Aerojet Solid Propulsion Co., AF Plant 70",business,AJ,US,"Sacramento:Rancho Cordova, California",2013-06-01 00:00:00,,"Aerojet Solid Propulsion Co., AF Plant 70"
AJSP,"Aerojet Rocketdyne Solid Propulsion Co., AF Plant 70",business,AJR,US,"Sacramento:Rancho Cordova, California",1953-01-01 00:00:00,2013-06-01 00:00:00,"Aerojet Rocketdyne Solid Propulsion Co., AF Plant 70"
AKAC,Alaska Aerospace Corporation,business,,US,"Anchorage, Alaska",2009-10-01 00:00:00,,Alaska Aerospace Corporation
AKATT,AT&T Alascom,business,,US,"Anchorage, Alaska",1995-01-01 00:00:00,,AT&T Alascom
AKCM,"Alascom, Inc. (Pacific Telecom)",business,,US,"Anchorage, Alaska",1979-01-01 00:00:00,1995-01-01 00:00:00,"Alascom, Inc. (Pacific Telecom)"
AKCMR,RCA Alaska Communications Inc. (Alascom),business,,US,"Anchorage, Alaska",1970-01-01 00:00:00,1979-01-01 00:00:00,RCA Alaska Communications Inc. (Alascom)
ALAER,Allied Aerospace,business,,US,"Newport News, Virginia            a",,2006-11-01 00:00:00,Allied Aerospace
ALB,U. Alberta,academic/non-profit,,CA,"Edmonton, Alberta",1908-01-01 00:00:00,,U. Alberta
ALC,"Alcatel Space, Centre spatiale de CannesMandelieu",business,,F,Cannes,1998-07-01 00:00:00,2005-06-01 00:00:00,"Alcatel Space, Centre spatiale de Cannes-Mandelieu"
ALCAF,Alcatel Alenia Space (F),business,,F,Cannes,2005-06-01 00:00:00,2007-04-10 00:00:00,Alcatel Alenia Space (F)
ALCR,Alcatel Alenia Space (I) Roma,business,,I,Roma,2005-06-01 00:00:00,2007-04-10 00:00:00,Alcatel Alenia Space (I) Roma
ALCS,USAF Airborne Launch Control System,defense,,US,"Vandenberg AFB, California",1967-01-01 00:00:00,,USAF Airborne Launch Control System
ALCT,Alcatel Alenia Space (I),business,,I,Torino,2005-06-01 00:00:00,2007-04-10 00:00:00,Alcatel Alenia Space (I)
ALEN,Alenia Spazio,business,,I,Torino,1990-01-01 00:00:00,2005-06-01 00:00:00,Alenia Spazio
ALENR,Alenia Spazio (Roma),business,,I,Roma,1990-01-01 00:00:00,2005-06-01 00:00:00,Alenia Spazio (Roma)
ALMAN,AO Kontsern VKO AlmazAntey,business,,RU,Moskva,2002-01-01 00:00:00,,Концерн ПВО «Алмаз – Антей»
ALPSP,Alpha Space,business,,US,"Houston, Texas",2015-01-01 00:00:00,,Alpha Space
ALYAH,Al Yah Satellite Communications Co. PrJsc,business,,UAE,Abu Dhabi,2009-01-01 00:00:00,,Al Yah Satellite Communications Co. PrJsc
AM,AMSATBrazil,academic/non-profit,,US,Washington DC,,,Radio Amateur Satellite Corporation
AMAI,Adcole Maryland Aerospace Inc,business,,US,"Crofton, Maryland",2017-01-01 00:00:00,,Adcole Maryland Aerospace Inc.
AMBR,AMSATBrasil,academic/non-profit,AMSAT,BR,"Rio de Janeiro, Argentina",,,AMSAT-Brasil
AMC,RCA Americom,business,,US,"Princeton, New Jersey",1976-03-01 00:00:00,1986-01-01 00:00:00,RCA Americom
AMCEL,Amcel Propulsion,business,,US,"Swannanoa, North Carolina",1959-01-01 00:00:00,1965-01-01 00:00:00,Amcel Propulsion
AMCG,GE Americom,business,,US,"Princeton, New Jersey",1986-01-01 00:00:00,2001-11-21 00:00:00,GE Americom
AMCOM,US Army Aviation and Missile Command,defense,,US,"Huntsville, Alabama",1997-10-01 00:00:00,,US Army Aviation and Missile Command
AMCR,RCA Global Communications Inc.,business,,US,"Piscataway, New Jersey",1975-01-01 00:00:00,1976-03-01 00:00:00,RCA Global Communications Inc.
AMCS,SES Americom,business,SES,US,"Princeton, New Jersey",2001-11-21 00:00:00,2009-09-01 00:00:00,SES Americom
AMDL,AMSATGermany,academic/non-profit,AMSAT,D,Marburg,,,AMSAT-Deutschland
AMF,AMSATFrance,academic/non-profit,AMSAT,F,Paris,,,AMSAT-France
AMI,Italian Air Force,defense,I,I,Roma?,,,Aeronautica Militare Italiana
AMIL,AMSATIsrael,academic/non-profit,AMSAT,IL,Israel,,,AMSAT-Israel
AMIT,AMSATItalia,academic/non-profit,AMSAT,I,Roma,,,AMSAT-Italia
AMLU,AMSATArgentina,academic/non-profit,AMSAT,AR,Buenos Aires?,1987-06-01 00:00:00,,AMSAT-Argentina
AMNA,AMSAT North America  (Radio Amateur Satellite Corp),academic/non-profit,,US,"Washington, D.C.",1969-03-03 00:00:00,,AMSAT North America  (Radio Amateur Satellite Corp)
AMNL,AMSATNL,academic/non-profit,AMSAT,NL,Delft?,,,AMSAT-NL
AMPCS,AMPAC InSpace Propulsion,defense,,US,"Niagara Falls, New York",2004-10-01 00:00:00,2012-08-01 00:00:00,AMPAC In-Space Propulsion
AMPCW,AMPAC InSpace Propulsion (UK),defense,,UK,"Westcott, Buckinghamshire",2004-10-01 00:00:00,2012-08-01 00:00:00,AMPAC In-Space Propulsion (UK)
AMROC,American Rocket Company,business,,US,"Camarillo, California",1985-01-01 00:00:00,1996-01-01 00:00:00,American Rocket Company
AMRU,AMSATRussia,academic/non-profit,,RU,Moskva,,,AMSAT-Russia
AMSAT,AMSAT,academic/non-profit,,US,"Washington, D.C.",1969-03-03 00:00:00,,AMSAT
AMSC,American Mobile Satellite Corp.,business,,US,"Reston, Virginia",1988-05-01 00:00:00,2000-06-01 00:00:00,American Mobile Satellite Corp.
AMUK,AMSATUK,academic/non-profit,,UK,Milton Keynes?,1975-01-01 00:00:00,,AMSAT-UK
AMVU,AMSAT India (AMSATVU),academic/non-profit,,IN,Bangalore,2001-10-01 00:00:00,,AMSAT India (AMSAT-VU)
AN,Soviet Academy of Sciences,civilian,,SU,"Moskva, Rossiya",,1991-01-01 00:00:00,Академия наук СССР
ANBEL,Belarus Academy of Sciences,civilian,,BY,"Minsk, Belarus",1929-01-01 00:00:00,,Natsionalnaya Akademia Navuk Belarusi
ANCZ,Czech Academy of Sciences,civilian,,CZ,Praha,1992-01-01 00:00:00,,Akademie věd České republiky
ANDRW,Andrews Space Inc.,business,,US,"Tukwila, Washington",1999-01-01 00:00:00,2015-01-01 00:00:00,Andrews Space Inc.
ANNAU,"Anna University, Chennai",academic/non-profit,,IN,Chennai,1978-01-01 00:00:00,,"Anna University, Chennai"
ANRF,Russian Academy of Sciences,civilian,,RU,Moskva,1991-01-01 00:00:00,,Российская академия наук
ANSAL,Ansar Allah (Houthi) Revolutionary Committee Forces,defense,,YE,"Sa'dah, Yemen",2004-01-01 00:00:00,,أنصار الله
ANSP,"Analytical Space, Inc.",business,,US,"Cambridge, Massachusetts",2016-01-01 00:00:00,,"Analytical Space, Inc."
ANTEL,National Administration of Telecommunications,civilian,,UY,Montevideo,1974-01-01 00:00:00,,Administración Nacional de Telecomunicaciones
ANTN,Neth. Antilles,,NL,ANTN,Nederlandse Antillen,1954-01-01 00:00:00,2010-10-01 00:00:00,Nederlandse Antillen
ANTX,"Antrix, India Dept. of Space",civilian,,IN,Bangalore,1992-09-01 00:00:00,,"Antrix, India Dept. of Space"
ANUC,All Nations University College,academic/non-profit,,GH,"Koforidua, Eastern Region",2002-01-01 00:00:00,,All Nations University College
AO,Angola,,,AO,Luanda,1975-01-01 00:00:00,,República de Angola
AOFTB,"US Army Ordnance, Missile Group?, Ft Bliss",defense,USA,US,"El Paso:Ft Bliss, Texas",1945-01-01 00:00:00,1950-10-01 00:00:00,"US Army Ordnance, Missile Group?, Ft Bliss"
AOGMC,US Army Ordnance Guided Missile Center,defense,USA,US,"Huntsville, Alabama",1950-04-01 00:00:00,1954-01-01 00:00:00,US Army Ordnance Guided Missile Center
AOMC,Army Ordnance Missile Command,defense,USA,US,"Huntsville, Alabama",1961-12-01 00:00:00,1963-05-01 00:00:00,Army Ordnance Missile Command
APAERO,Asia Pacific (AP) Aerospace Inc.,business,,KR,Seoul,2012-02-01 00:00:00,,Asia Pacific (AP) Aerospace Inc.
APAR,Aprize Argentina,academic/non-profit,,AR,Buenos Aires?,2001-01-01 00:00:00,,Aprize Argentina
APGC,"US Air Force Air Proving Ground Center, Eglin AFB",defense,USAF,US,"Eglin AFB, Florida",1957-12-01 00:00:00,1968-08-01 00:00:00,"US Air Force Air Proving Ground Center, Eglin AFB"
APL,JHUApplied Physics Lab,business,,US,"Laurel, Maryland",1953-01-01 00:00:00,,JHU-Applied Physics Lab
APLS,JHUApplied Physics Lab (Silver Spring),business,,US,"DC:Silver Spring, Maryland",1942-01-01 00:00:00,1977-01-01 00:00:00,JHU-Applied Physics Lab (Silver Spring)
APMT,APMT,civilian,CALT,CN,Beijing,1998-03-01 00:00:00,,中国亚太移动通信卫星有限责任公司
APPL,Appleton Laboratory,civilian,SERC,UK,"Ditton Park, Buckinghamshire",1974-01-01 00:00:00,1979-01-01 00:00:00,Appleton Laboratory
APRZ,Aprize Satellite Inc.,academic/non-profit,SPQ,US,"Fairfax, Virginia",2001-05-01 00:00:00,,Aprize Satellite Inc.
APT,Asia Pacific Telecom,civilian,,HK,Hong Kong,1992-01-01 00:00:00,,Asia Pacific Telecom
APW,Working Group for Space Physics Research,academic/non-profit,,D,"Freiburg, Baden:Wurttemberg",1964-01-01 00:00:00,1973-01-01 00:00:00,"Arbeitsgruppe für Physikalische Weltraumforschung, Freiburg"
AQ,Antarctica,,,AQ,:,,,Antartica
AR,Argentina,,,AR,Argentina,1816-07-09 00:00:00,,República Argentina
ARAB,"Arabsat, Arab League",business,,SA,"Riyadh, Saudi Arabia",1976-01-01 00:00:00,,عرب سات
ARC,"NASA Ames Research Center, Moffett Field",civilian,NASA,US,"San Francisco, California",1939-12-01 00:00:00,,"NASA Ames Research Center, Moffett Field"
ARDC,USAF Air Research and Development Command (AFCRL division),defense,USAF,US,"Cambridge, Mass.",1950-01-01 00:00:00,1961-04-01 00:00:00,USAF Air Research and Development Command (AFCRL division)
ARGMA,Army Rocket and Guided Missile Agency,defense,AOMC,US,"Huntsville, Alabama",1958-03-31 00:00:00,1961-12-01 00:00:00,Army Rocket and Guided Missile Agency
ARH,Aerojet Rocketdyne Holdings,business,,US,"Rancho Cordova, California",2015-04-27 00:00:00,,Aerojet Rocketdyne Holdings
ARIG,ArianeGroup,business,ADS,F,Paris/Les Mureaux,2017-07-01 00:00:00,,ArianeGroup
ARMAD,Armadillo Aerospace,business,,US,"Dallas:Mesquite, Texas",2000-01-01 00:00:00,2015-01-01 00:00:00,Armadillo Aerospace
ARMF,French Armed Forces,defense,F,F,Paris,1445-01-01 00:00:00,,Forces armées françaises
ARMT,Academy of Rocket Motors Technology (CASC 4th Academy),civilian,CASC,CN,"Xi'an, Shaanxi",1962-07-01 00:00:00,,航天动力技术研究院
ARPA,"Advanced Research Projects Agency, U.S. DoD",defense,DOD,US,"Washington, DC",1958-02-07 00:00:00,1972-03-23 00:00:00,"Advanced Research Projects Agency, U.S. DoD"
ARPA2,"Advanced Research Projects Agency, U.S. DoD",defense,DOD,US,"Washington, DC",1993-02-22 00:00:00,1996-02-10 00:00:00,"Advanced Research Projects Agency, U.S. DoD"
ARR,Andoya Research Range,civilian,,N,"Andenes, Norway",1962-01-01 00:00:00,2014-04-01 00:00:00,Andøya Rakettskytefelt
ARRS,Andoya Space Center,civilian,,N,"Andenes, Norway",2014-04-01 00:00:00,,Andøya Space Center
ARSAT,ARSAT,business,,AR,Buenos Aires,2006-01-01 00:00:00,,Empresa Argentina de Soluciones Satelitales S.A.
ARSL,Arsenal Design Bureau,business,,SU,Sankt:Peterburg (Leningrad),1965-01-01 00:00:00,2014-03-01 00:00:00,ФГУП «Конструкторское бюро „Арсенал“ имени М. В. Фрунзе»
ARSLO,Arsenal Design Bureau,business,ORKK,SU,Sankt:Peterburg (Leningrad),2014-03-01 00:00:00,,ФГУП «Конструкторское бюро „Арсенал“ имени М. В. Фрунзе»
ARTEC,US Army Topographic Engineering Center,defense,USA,US,"Fort Belvoir, Virginia",1991-05-06 00:00:00,,US Army Topographic Engineering Center
ARTOPL,"US Army Engineer Topographic Laboratories  (TOPOCOM, later ACE)",defense,USA,US,"Fort Belvoir, Virginia",1967-07-31 00:00:00,1991-05-06 00:00:00,"US Army Engineer Topographic Laboratories  (TOPOCOM, later ACE)"
ARTOPO,US Army Topographic Command,defense,USA,US,"Bethesda, Maryland?",1968-09-01 00:00:00,1972-07-01 00:00:00,US Army Topographic Command
ARV,Arg. Antarctic,,AR,ARV,"Ushuaia, Tierra del Fuego",1900-01-01 00:00:00,,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur"
ASAL,Algerian Space Agency,civilian,,DZ,Dzayer (Algiers),2002-01-01 00:00:00,,Agence Spatiale Algérienne
ASBC,Advanced Space Business Corporation,business,,J,Tokyo:Hiyoda,2002-11-01 00:00:00,2007-01-01 00:00:00,新衛星ビジネス株式会社
ASCO,American Satellite Corp,business,,US,"Germantown, Maryland",1982-01-01 00:00:00,1985-01-01 00:00:00,American Satellite Corp
ASE,American Science and Engineering,academic/non-profit,,US,"Cambridge, MA",1958-01-01 00:00:00,,American Science and Engineering
ASFL,Airbus Safran Launchers,business,ADS,F,Paris/Les Mureaux,2015-01-01 00:00:00,2017-07-01 00:00:00,Airbus Safran Launchers
ASGARD,Asgardia Space,academic/non-profit,,AT,Vienna,2016-01-01 00:00:00,,Asgardia Space
ASI,Italian Space Agency,civilian,I,I,Roma,1988-01-01 00:00:00,,Agenzia Spaziale Italiana
ASIA,"Asia Satellite Telecom, Hong Kong",business,,HK,Hong Kong,1988-01-01 00:00:00,,亞洲衛星有限公司
ASID,Armstrong Siddeley,business,,UK,Coventry,1927-01-01 00:00:00,1960-01-01 00:00:00,Armstrong Siddeley
ASL,US Army Atmospheric Sciences Laboratory,defense,WSMR,US,"White Sands, New Mexico",1958-01-01 00:00:00,,US Army Atmospheric Sciences Laboratory
ASTA,"Spar Astro Aerospace, Carpenteria",business,,US,"Carpenteria, California",1972-01-01 00:00:00,1999-01-01 00:00:00,"Spar Astro Aerospace, Carpenteria"
ASTD,"Astrium (D), Bremen",business,,D,Bremen,2000-07-10 00:00:00,2003-06-16 00:00:00,"Astrium (D), Bremen"
ASTDF,"Astrium (D), Friedrichshafen",business,,D,Friedrichsafen,2000-07-10 00:00:00,2003-06-16 00:00:00,"Astrium (D), Friedrichshafen"
ASTDYN,Astrodyne Inc.   (Phillips/NAA),business,,US,"McGregor, Texas",1958-01-01 00:00:00,1959-09-30 00:00:00,Astrodyne Inc.   (Phillips/NAA)
ASTFN,AstroundFeinwerktechnik Adlershof GmbH (Astrofein Technik),business,,D,Berlin,2006-01-01 00:00:00,,Astro-und-Feinwerktechnik Adlershof GmbH (Astrofein Technik)
ASTL,"Astrium (D), Lampoldshausen",business,,D,Lampoldshausen,1996-01-01 00:00:00,2014-01-01 00:00:00,"Astrium (D), Lampoldshausen"
ASTM,EADS Astrium Satellites/Barajas  (CASA Espacio),business,EADS,E,Madrid:Barajas,2006-07-01 00:00:00,2014-01-01 00:00:00,EADS Astrium Satellites/Barajas  (CASA Espacio)
ASTNA,Astrium North America,business,ADS,US,"Houston:Webster, Texas",2000-01-01 00:00:00,2014-01-01 00:00:00,Astrium North America
ASTO,Astrium Space Propulsion/Ottobrunn,business,,D,Munchen:Ottobrunn,2006-07-01 00:00:00,2014-01-01 00:00:00,Astrium Space Propulsion/Ottobrunn
ASTRA,Atmospheric and Space Technology Research Associates LLC,business,,US,"Boulder, Colorado",2016-01-01 00:00:00,,Atmospheric and Space Technology Research Associates LLC
ASTRAN,Astranis Space Technologies Corp.,business,,US,"San Francisco, California",2015-01-01 00:00:00,,Astranis Space Technologies Corp.
ASTRV,Astra Space,business,,US,"Alameda, California",2016-01-01 00:00:00,,Astra Space
ASTSC,Astroscale Japan Inc.,business,,J,Tokyo,2015-01-01 00:00:00,,Astroscale Japan Inc.
ASTT,Astrium (F) Toulouse,business,,F,Toulouse,2000-01-01 00:00:00,2014-01-01 00:00:00,Astrium (F) Toulouse
ASTUK,Astrium Ltd (UK),business,EADS,UK,Stevenage,2000-01-01 00:00:00,2014-01-01 00:00:00,Astrium Ltd (UK)
ASU,Arizona State University,academic/non-profit,,US,"Phoenix:Tempe, Arizona",1885-01-01 00:00:00,,Arizona State University
AT,Austria,,,AT,"Wien, Osterreich",1955-07-27 00:00:00,,Republik Österreich
ATECH,Astrotech Space Operations,business,SHAB,US,"Titusville, Florida",1985-01-01 00:00:00,2014-01-01 00:00:00,Astrotech Space Operations
ATECHS,Astrotech Space Operations (Suborbital),business,SHAB,US,"Washington, DC:Greenbelt",1985-01-01 00:00:00,2000-01-01 00:00:00,Astrotech Space Operations (Suborbital)
ATECHT,Astrotech Corp.,business,,US,"Austin, Texas",1984-01-01 00:00:00,2009-01-01 00:00:00,Astrotech Corp.
ATEF,Technical Association for Rocket Studies,business,,F,Paris?,1954-01-01 00:00:00,1960-01-01 00:00:00,Association Technique pour l'Etude des Fusées
ATHERM,Aerotherm Corp.,business,,US,"Alberquerque, New Mexico",,,Aerotherm Corp.
ATI,"Advanced Technology, Inc. (ATI)",business,,US,"Palo Alto, California",1959-01-01 00:00:00,,"Advanced Technology, Inc. (ATI)"
ATK,Alliant Techsystems,business,,US,"Minneapolis:Eden Prairie, Minnesota",1990-01-01 00:00:00,,Alliant Techsystems
ATKAB,ATK Able Engineering,business,ATK,US,"Goleta, California",2004-01-01 00:00:00,2015-02-10 00:00:00,ATK Able Engineering
ATKABL,"ATK Tactical Systems, Alleghany Ballistic Laboratories (USN)",defense,ATK,US,"Cumberland:Rocket Center, West Virginia",1995-01-01 00:00:00,2015-02-10 00:00:00,"ATK Tactical Systems, Alleghany Ballistic Laboratories (USN)"
ATKB,ATK Defense Group / Missile Products,business,ATK,US,"Baltimore, Maryland",2014-01-01 00:00:00,2015-02-10 00:00:00,ATK Defense Group / Missile Products
ATKE,Alliant Thiokol,business,ATK,US,"Elkton, Maryland",2001-01-01 00:00:00,2015-02-10 00:00:00,Alliant Thiokol
ATKG,ATK GASL,business,ATK,US,"Ronkonkoma, New York",2003-01-01 00:00:00,2015-02-10 00:00:00,ATK GASL
ATKH,Alliant (Hercules),business,ATK,US,"Salt Lake City:Magna/Bacchus, Utah",1995-03-01 00:00:00,2015-02-10 00:00:00,Alliant (Hercules)
ATKL,ATK Launch Systems,business,ATK,US,"Brigham City:Promonotory, Utah",1995-01-01 00:00:00,2015-02-01 00:00:00,ATK Launch Systems
ATKP,Alliant Thiokol (Promontory),business,ATK,US,"Brigham City:Promontory, Utah",2001-01-01 00:00:00,2015-02-10 00:00:00,Alliant Thiokol (Promontory)
ATKS,ATK Space Division,business,ATK,US,"Beltsville, Maryland",2007-06-01 00:00:00,2015-02-10 00:00:00,ATK Space Division
ATKTN,ATK Propulsion and Controls Div.,business,ATK,US,"Tullahoma, Tennessee",2003-11-01 00:00:00,2011-03-01 00:00:00,ATK Propulsion and Controls Div.
