STAGE_NAME,STAGE_FAMILY,STAGE_ALT_NAME,LENGTH,DIAMETER,LAUNCH_MASS,DRY_MASS,THRUST,DURATION,ENGINE_ID,ENGINE_COUNT
T-7,T-7,,6,.45,1,,2,,1068,1
T-7 booster,T-7B,,1,.45,.5,,2,,1069,1
T48,T48,,4,.46,1,,193,3.4,1070,1
THAAD,THAAD,,3.8,.34,.6,,,,1083,1
THAAD Proto,THAAD,,3.8,.34,.6,,,,1083,1
TR-1,TR-1,,7.1,1.13,10.8,3900,608,51.3,1086,1
TR-1A,TR-1,TR-1A,7.5,1.13,8.8,1784,608,52,1087,1
TT-200,TT-210,,5,.2,.2,,,,1092,1
TT-210,TT-210,,5.3,.21,.2,,,,1093,1
TT-500,JCR,,7,.5,1.3,300,116,,1094,1
TT-500-S2,JCR,,3,.5,.7,200,61,,1095,1
TX-135,Spartan,,5.2,1.09,5.3,932,2000,4.5,1105,1
TX-174,Pershing,,2.8,1.02,2.3,251,117,39,1107,1
TX-175,Pershing,,2.7,1.02,1.5,210,85,39,1108,1
TX-20 Sergeant,Sergeant,,6.1,.79,4,,213,24,1109,1
TX-238,TX-238,,4.7,.91,3.5,417,,,1110,1
TX-239,TX-239,,1.1,.74,.37,,,,1111,1
TX-261,Pedro,,3.1,.71,1.5,250,244,11.3,1114,1
TX-261-2,Pedro,,3.1,.71,1.5,250,244,11.3,1113,1
TX-30,Sergeant,,5.4,.79,2,,44.5,29,1115,1
TX-454,Spartan,,5,1.09,6.5,753,,,1119,1
TX-500,Spartan,Spartan TX-500,4.9,1.09,5.5,1030,2000,,1121,1
Tacite,Stromboli,,4.7,.56,1.7,455,170,20,948,1
Taepo Dong 1,Nodong,,12,1.25,25.6,3700,570,95,655,1
Taepo Dong 1 Stage 2,R-11,,12,.88,7.5,1500,140,176,655,1
Taepo Dong 1 Stage 3,TD3,,1.8,.3,.2,50,18,27,1075,1
Taepo Dong 2,Unha,,14,2.4,60,5000,1200,120,1072,4
Talos,Talos,,3.4,.76,1.5,,516,5.2,1130,1
Taurion,HJ,,4.3,.58,1.4,,13,32,520,1
Taurus,HJ,,4.3,.58,1.4,,457,3.5,1131,1
Temp,Temp,,12.4,1.01,11.9,120,,,104,1
Temp-S,Temp,,12.4,1.01,11.9,120,,,105,1
Terrier,Terrier,ABL X256,3.9,.46,.9,322,257.5,4.4,1196,1
Terrier 12-0,Terrier,,3.9,.46,.8,322,257.5,4.4,1132,1
Terrier Mk 12,Terrier,,3.9,.46,.9,322,257.5,4.4,1133,1
Terrier Mk 70,Terrier,,3.9,.46,1,290,,6.2,1124,1
Theodore,Monica,,.8,.13,.01,,1.8,10,1134,1
Thor DM-18,Thor,,18.2,2.44,48.8,3125,667,160,553,1
Thor DM-18A,Thor,,18.6,2.44,48.8,3125,667,160,553,1
Thor DM-18C,Thor,,18.6,2.44,48.8,3125,734,170,555,1
Thor DM-21,Thor,,17.1,2.44,47.8,3125,779,170,555,1
Thor DSV-2A,Thor,,17.1,2.44,47.8,3125,779,170,555,1
Thor DSV-2C,Thor,TA Thor DSV-2C,17.1,2.44,48,3175,760,170,555,1
Tianying-3C,Tianying,,5,.45,1.1,0,0,,1135,1
Tianying-3F Booster,Tianying,,2.7,.45,.5,0,0,,1136,1
Tiny Tim,TTB,,2.4,.3,.3,278,222,.6,1137,1
Tochka,Tochka,,6.4,.65,2,,,,106,1
Tochka-U,Tochka,,6.4,.65,2,,,,107,1
Tomahawk,Tomahawk,,3.5,.22,.2,60,53,9.5,1080,1
Tomahawk 1,Tomahawk,,3.5,.22,.2,60,53,9,1079,1
Topaze,Agate,,4.6,.8,2.2,,156,44,625,1
Topaze VE111C,Agate,,2.9,.8,1.5,,120,39,624,1
Topaze VE111L,Agate,,3,.8,2.2,,156,44,625,1
Tramontane,Berenice,,2.4,.33,.3,124,50,6.7,954,1
Transtage,Transtage,,4.6,3.05,12.5,2000,71.1,440,128,2
Trident,Trident.St3,,2,2.13,1.1,700,35,,1139,1
Trident C-4 Stage 1,Trident,,4.4,1.88,12.1,,,,223,1
Trident C-4 Stage 2,Trident.St2,,2.5,1.88,8,,,,224,1
Trident C-4 Stage 3,Trident.St3,,3.3,.86,1.9,150,,40,1140,1
Trident D-5 Stage 1,Trident,,7.2,2.11,39.1,2242,,64,261,1
Trident D-5 Stage 2,Trident.St2,,2.9,2.11,11.8,790,,65,262,2
Trident D-5 Stage 3,Trident.St3,,3.3,.86,2.2,159,,40,1140,1
UA1205,Titan.SRM,SRM,25.9,3.11,226.2,33800,6227.2,115,1141,1
UA1206,Titan.SRM,SRM,27.6,3.11,251.2,40800,6227.2,114,1142,1
UA1207,Titan.SRM,SRM1207,34.1,3.11,319.3,51200,7120,120,1143,1
UM129A,UM129A,,2.3,1.32,2.2,360,77.5,68,1144,1
UR-100NA,UR-100N,,17.2,2.5,88,5000,2070,121,741,4
UR-100NB,UR-100N.St2,,3.9,2.5,15,2000,240,183,742,1
UR-100NU APB,UR-100NU.St3,,.5,2.4,,,,,,1
Unha-1 Stage 2,Unha.St2,,8,1.5,25.6,3700,570,95,655,1
Unha-2 Stage 2,Unha.St2,,8,1.5,7.5,1500,140,176,655,1
Unha-2 Stage 3,Unha.St3,,3,1.25,3,300,18,27,1146,1
Unha-3 Stage 3,Unha.St3,,3.8,1.25,4,500,18,27,1146,1
Upstage,HIBEX,,1,.5,.2,,,,1147,1
Ute,Genie,,1.3,.38,.2,62,85,4.6,1100,1
V-1000,V-1000,,8,.55,,,103,,912,1
V-1000 Booster,V-1000.Booster,,3.1,1,3,,1962,4.5,690,1
V-2,V-2,,12,1.65,12.8,4000,312,70,110,1
V-2-Ram,V-2,,12,1.65,12.8,4000,312,70,110,1
V-750,V-750,,8.1,.5,2,,13.8,25,907,1
V-750 Booster,V-750,,2.4,.65,.3,,,4.5,689,1
V-825,V-825,5Ya27,9,1.3,3.9,,,,1150,1
V-825 Booster,V-825,5Ya27,10,1.3,14,,,,89,1
VAM Booster,AerobeeB,,1.8,.33,.3,140,80,2.5,57,1
VAM-17,AerobeeB,,1.8,.33,.3,140,80,2.5,57,1
VAM-20,AerobeeB,,1.8,.33,.3,140,80,2.5,57,1
VLS-R1,Sonda,,2.5,.3,.5,0,18,20,881,1
VLS-R1 Strapon,Sonda,,2,.3,.5,0,18,20,881,1
VLS-R2,Sonda,,3,.3,.5,0,18,20,881,1
VLS-R2 Strapon,Sonda,,2,.3,.5,0,18,20,881,1
Vanguard,Viking,,11.4,1.14,7.7,811,120,144,1204,1
Vega P80FW,Vega,,11.2,3.01,97.1,8790,2100,106.8,684,1
Vela,Vela,,3.1,.21,.12,59,26.7,5,1153,1
Venus,Venus,,2,.28,.2,66,44,4.3,1154,1
Veronique,Veronique,,7.3,.55,1.3,278,40,45,1157,1
Veronique 61,Veronique,Veronique,9.5,.55,1.9,,60,54,1158,1
Veronique 61M,Veronique,Veronique,11.7,.55,2,,60,56,1158,1
Veronique AGI,Veronique,Veronique,7.3,.55,1.3,278,40,49,1159,1
Veronique P2,Veronique,,6,.55,.5,,10,,1155,1
Veronique P6,Veronique,,6,.55,.5,,20,,1156,1
Veronique R,Veronique,,5.8,.55,.5,385,40,6.5,1157,1
Vesta,Vesta,,7.2,1,5,780,140,56.4,1161,1
Vesuve,Stromboli,,3.5,.56,.8,250,200,5,945,1
Viking,Viking,,14.9,.81,4.5,800,93,70,650,1
Viking Type 9,Viking,Viking,12.8,1.14,6.8,1000,93,105,650,1
Viper I,Viper,Viper,2.7,.166,.09,25,24,5.6,82,1
Viper IC,Viper,Viper,2.7,.166,.09,25,24,5.6,82,1
Viper II,Viper,Viper,2.7,.166,.09,25,35.8,3.8,70,1
Viper IIIA,Viper3,,2.4,.11,.04,9,24.7,2.2,1173,1
Viper V,Viper5,Viper,2.2,.18,.1,,27,5.2,1174,1
Volga,Ikar,,1,2.7,1.8,900,2.9,882,1175,1
WAC Corporal,WAC,,4.9,.3,.3,125,6.7,45,1178,1
Wasserfall,Hermes,,7.8,.88,3.5,1700,80,40,1179,1
Waxwing,Waxwing,,1.5,.71,.3,39,28.8,37.2,1180,1
White Knight,Air,,0,0,0,0,0,0,,0
White Knight 2,Air,,0,0,0,0,0,0,,0
X-10,X-10,,21.3,,,,0,0,,0
X-15,X-15,,15.3,3.55,14.2,5150,257,100,1210,1
X-201,Nike,,3,.42,.7,,209,3,67,1
X-241,X-241,ABL X241,1.5,.46,.2,25,12.1,36,1185,1
X-248,Altair,,1.8,.46,.3,24,13.4,38.6,1186,1
X-260,PolarisA3.St2,,2.3,1.37,4.9,815,,,1201,1
X-265,Sprint,Sprint X265,3,1.37,4,,,1.2,1202,1
X-271,X-271,Sprint X271,5,.82,,,,,1203,1
X-51A,X-51,,4.5,.61,0,0,0,0,,0
X-7,X-7,,0,0,0,0,0,0,,0
X-7A-1 Booster,HJ,,6,.58,1.9,1474,467,4,1181,1
Xaero,Xaero,,4.6,.77,1,,13.2,,1226,1
YZ-1,YZ-1,YZ-1,5,3,0,0,0,0,1244,2
YZ-1A,YZ-1,YZ-1,5,3,0,0,0,0,1244,2
YZ-2,YZ-1,YZ-2,5,3,0,0,0,0,1244,2
Yardbird,Recruit,,2.5,.23,.2,29,75,3.4,1250,1
ZN-1,ZN,,2.7,.15,.1,,,,1251,1
ZUR-215,V-750,,8.1,.5,2,,13.8,25,907,1
Zefiro,Zefiro,,4.9,1.14,17.3,1500,590,71,1252,1
Zefiro 23,Zefiro,,8.5,1.91,26.5,2653,871,77,1253,1
Zefiro 9A,Zefiro,,4.4,1.91,11.5,1386,260,120,1254,1
Zelzal,Zelzal,Iran,6,.61,.5,0,0,,649,1
Zenit,Zenith,,5.6,.42,.6,150,45,21,1256,1
Zeus A,Zeus-A,,7,.5,2,,,,1257,1
Zulfiqar,Zelzal,Iran,6,.61,.5,0,0,,649,1
