ENGINE_ID,ENGINE_NAME,ENGINE_FAMILY,ENGINE_ALT_NAME,FIRST_LAUNCH_YEAR,USAGE,MASS,IMPULSE,THRUST,SPECIFIC_IMPULSE,DURATION,CHAMBER_COUNT
416,KRD-442,11D442,,1977,FGB DKS,,,4.1,,,1
417,KRD-61,,,1969,E-8 VA,,,18.8,313,53,1
418,KRD-79,S5.79,,,Salyut-6 engine,,,3.09,,,1
419,KSLV SRM,,,2009,KSLV,1000,,80,,44,1
420,KSR,,,1993,KSR-I,1200,1700,86.3,235,20,1
421,KSR Booster,,,1993,KSR-II,1200,1250,211,,5.9,1
422,KSR-III,,,2002,KSR-3,,,126,,59,1
423,KT1-3,,,,KT-1 [3],2000,,,,,1
424,KTDU-35,KTDU-35,,,,,,4.1,280,,1
425,KTDU-417,KTDU-417,,,,,,18.9,314,,1
426,KTDU-417,KTDU-425,,1969,E-8 KT,,,18.9,314,650,1
427,KTDU-417 verniers,,,1969,E-8 KT,,,3.4,253.8,30,2
428,KTDU-425,KTDU-417,,,,,,18.9,312,,1
429,KTDU-425A,KTDU-417,,,,,,18.9,315,,1
430,KTDU-53,KTDU-35,,,,,,4.1,280,,1
431,KTDU-5A,KTDU-5,,,Luna E-6,,,45.5,287,,1
432,KTDU-66,KTDU-35,,,,,,4.1,280,,1
433,KTDU-80,S5.80,,,"Soyuz TM engine, Pro",,,6.2,302,,1
434,KVD-1M,,RD-56M,,GSLV GS3,,,75,460,675,1
435,KZ1-3,,,,KZ-1 [3],2850,,,290.4,55,1
436,KZ1-4,,,,KZ-1 [4],,,,,,1
437,KZ2-3,,,,KZ-1 [3],2850,,,290.4,55,1
438,Kappa 1,,,1956,Kappa 1,45,,10,,3,1
439,Kappa 4,,,1956,Kappa 4,45,,10,,3,1
440,Kappa 4 Booster,,,,Kappa 4 Booster,150,,105,,3,1
441,Kavoshgar,,,2007,Kavoshgar,400,,,,12,1
442,Kestrel,,,,Falcon 1 [2],,,33,317,378,1
443,Kisha I 4.4KS4800,,,,Kisha,66,95,21,,4.4,1
444,Kiva 5.5KS6100,,,,Kiva,107,149,27,,5.5,1
445,L480S,,,1966,Lambda [4],102,,7.8,254,31.5,1
446,L500,L735,,1966,Lambda [3],832,,65,249.3,27,1
447,L735,L735,,1966,Lambda [1],5982,,363,215,28.8,1
448,L735(1/3),L735,,1966,Lambda [2],2474,,115,242.9,38.4,1
449,LAPAN,,,1987,LAPAN  (?),300,310,52,,6,1
450,LAPSTAR,,,1957,Aeolus [0],52,37,13.7,,2.7,1
451,LE-1,LS-A,,1963,LS-A,,350,10,195,35,1
452,LE-2,,,,LS-C,,,9.8,195,25,1
453,LE-3,LE-3,,1975,N-1 Stage 2,,,54,285,250,1
454,LE-3 (T),,,,LS-C 7,,,10,,,1
455,LE-5,LE-5,,,H1 St2,,,107,448,370,1
456,LE-5A,LE-5,,1994,H2 St2,,,122,452,600,1
457,LE-5B,LE-5,,,H2A St2,,,137,447,530,1
458,LE-7,LE-5,,1994,H2 St1,,,1080,445.6,346,1
459,LE-7A,LE-5,,,H2A St1,,,1100,440,390,1
460,LEO-1,,,2015,Super Strypi,710,1845,50,,51.5,1
461,LEO-46,,,2015,Super Strypi [1],22102,56360,1265.4,,76,1
462,LEO-7,,Orbus 7,,Super Strypi [2],3587,9266,105.1,,57.4,1
463,LK/LOK-40,LK/LOK-40,,,LK/LOK,,,.39,,,1
464,LPC A-1,,,1965,Apollo LES,2130,2292,690,,,1
465,LPC-415,,SRAM,1969,SRAM,1000,,,,,1
466,LPC-A1,,,1966,Apollo LES,2200,,690,,3,1
467,LPR-006,,,,LPR-006,,,6,,,1
468,LPR-3T,,,,LPR-3T,,,29,,,1
469,LR101-NA-7,,,1980,Upper stage vernier,,,5.2,251,,1
470,LR2-RM-6,,,1945,Lark,,,2.8,195,260,1
471,LR59-AJ-13,,LR59-AG-13,1957,Bomarc A,,,133,,4,1
472,LR87,LR87,,,Titan Stage 1 ?,,,1226,304,164,1
473,LR87AJ11,LR87,,,Titan Stage 1,,,1226,304,164,1
474,LR87AJ11A,LR87,,,Titan 4B Stage 1 x2,,,1226,302,164,1
475,LR87AJ5,LR87,,,Titan 2 Stage 1 x2,,,1045,296,147,1
476,LR87AJ9,LR87,,,Titan Stage 1  ?,,,1226,304,164,1
477,LR91,LR91,,1962,Titan 2 Stage 2,,,440,316,182,1
478,LR91AJ11,LR91,,1990,Titan  ??,,,472.2,316,223,1
479,LR91AJ11A,LR91,,1990,Titan 4 Stage 2,,,472.2,316,223,1
480,LR91AJ5,LR91,,1962,Titan 2 Stage 2,,,440,316,182,1
481,LR91AJ9,LR91,,1962,Titan 2 Stage 2  ?,,,440,316,182,1
482,LRE-4,,,2015,Simorgh [2],,,17.7,,,1
483,LS-A booster,,,1964,LS-A [1],475,600,60,,10,1
484,LS-C Booster,,,1969,LS-C,300,,,,,1
485,LVS,LVS,,1993,PSLV PS4 x 2,,3200,7.4,308,,1
486,LaRC Plastic,,,1958,Hi Ball,2.5,2,.4,100,3,1
487,Lance,6.65-KS-38800,,1958,X-7A3 Booster,761,1148,173,215,6.7,1
488,Lapwing,,,1967,Petrel,97.5,,,237,30,1
489,Leros 1,,,1991,Leros 1,,,.5,314,,1
490,Leros 1b,,,1996,"Messenger, MGS",,,.67,318,,1
491,Lobster,,,,Jaguar 1 [2],26,58,29,,2,1
492,Loki,Loki,,1956,Loki Dart,8,10,15,213,.8,1
493,Loki II,Loki,,1965,Loki II Dart,11,17,9,223,2,1
494,Lupus 1A,,,1969,Kookaburra [1],33.6,38,9.5,,5.2,1
495,Lupus 2,,,1972,Kookaburra [1],35.7,46,11.5,,4,1
496,Lupus 2D,,,1972,Kookaburra,35.7,48,11.5,,4,1
497,Lupus 3,,,1974,Kookaburra [1],41,61,11.5,,5.3,1
498,Luzou,,,1975,Eridan-ARAKS,7,,3,,1.7,1
499,M-10,Mu,,1970,Mu 4S [1],26555,,737,219,61,1
500,M-100,,,,M-100,250,,,,3,1
501,M-100 St2,,,,M-100 [2],100,,,,4.5,1
502,M-13,Mu,,1977,Mu 3H [1],33407,,954,239,70,1
503,M-14,Mu,,1995,Mu V [1],84000,,3786,276,49,1
504,M-20,Mu,,1970,Mu 4S [2],9850,,285,261,66,1
505,M-22,Mu,,1972,Mu 3C [2],9833,,285,273,70,1
506,M-23,Mu,,1980,Mu 3S [2],13100,,524,282,73,1
507,M-24,Mu,,1995,Mu V [2],34000,,1246,288,71,1
508,M-25,Mu,,1995,Mu V [2],38000,,1240,288,71,1
509,M-30,Mu,,1970,Mu 4S [3],2781,,128,265,42,1
510,M-34,M-34,,1997,M-V [3],11100,30000,,,,1
511,M-34,Mu,,1995,Mu V [3],11600,,294,301,102,1
512,M-34c,Mu,,1995,Epsilon,11600,,294,301,102,1
513,M-35,Mu,,2016,Epsilon,17200,,445,295,129,1
514,M-3A,Mu,,1972,Mu 3C [3],1245,,61,283,54,1
515,M-3B,Mu,,1985,Mu 3S2 [3],3603,,132,293.1,87,1
516,M-40,Mu,,1970,Mu 4S [4],445,,26.5,270,40,1
517,M-6,M6,Honest John,1963,HJ [X-202],1713,1800,373,,5.2,1
518,M-6 4DS105000,JATO M6,X-202E1,1950,HJ 4DS105000,800,1870,470,,4.4,1
519,M112,Mk 56 type,,,Hawk  Taurus Orion [,395,,,,,1
520,M112,,Hawk,1958,Hawk,630,,,,,1
521,M15A1 JATO,T60 JATO,16-NS-1000,1953,M16A1 JATO,,,4.4,,16,1
522,M22E8,Orion,,1977,Taurus Orion [2],389,,,,,1
523,M34 ZEL JATO,JATO,4-XX-130000,1955,Aircraft JATO,,,578,,4,1
524,M3A2 JATO,JATO,,1980,"M3A2 5"" JATO (HVAR?)",12.3,,,,,1
525,M55A1,Minuteman,M55A1,1961,Minuteman 1A XM-55,22930,54730,792,266.1,59.3,4
526,M56A1,Aries,M56A1,1961,Minuteman 1A XM-56 [,5240,12400,207,267.3,61,4
527,M56A1 PRP,Aries,M56A1,1961,Minuteman 1A XM-56 [,5480,12400,202,267.3,61,4
528,M57A1,M57,M57A1,1961,Minuteman 1A [3],2030,4485,76,276,59,4
529,M5E1,Nike,X-216,,Nike (Operational),630,640,195.6,,3.3,1
530,M5E1  (XM42),Nike,M30? X216,1956,Nike Hercules booste,984,,,,,1
531,MA-1/B,MA-1,,1957,Atlas B,,,1335,245,128,2
532,MA-1/B-A,MA-1,,1957,Atlas A,,,1210,245,125,2
533,MA-1/S,MA-1,,1957,Atlas B,,,267,210,253.6,1
534,MA-2/B,MA-1,,1959,Atlas D,,,1375,248,135,2
535,MA-2/S,MA-1,,1959,Atlas D,,,254,213,281,1
536,MA-3/B,MA-1,,1959,Atlas E,,,1468,250,,2
537,MA-3/S,MA-1,,,Atlas E,,,254,214,,1
538,MA-5/B,MA-1,,1962,Atlas SLV,,,1677,259,,2
539,MA-5/S,MA-1,,,Atlas SLV,,,269.2,220,,1
540,MA-5A/B,MA-5,,1991,Atlas 2,,,2065,293.4,165,2
541,MA-5A/S,MA-1/H-1,,,Atlas 2,,,380.6,311,274,1
542,MARC 13A1,,52KS3850,1960,Iris,506,,17,,52,1
543,MARC 14A1,,,,Arcas booster,16,,12,,.8,1
544,MARC 14B1,,.8KS18800,1960,Iris booster x 7,13.4,10,12,,.8,1
545,MARC 21A1,,17.5-KS-130,,Metroc,6.3,8,.6,,17.5,1
546,MARC 2B1,Arcas,,1960,Arcas,34.4,43,1.5,,29,1
547,MARC 2B1,Arcas,,,Arcas,30,,1.4,,29.2,1
548,MARC 2C2,Arcas,,,HV Arcas,26,,1.4,,29,1
549,MARC 42A1,,Arcas Boost,1960,Boosted Arcas 2 [0],30.8,,12.2,,3,1
550,MARC 42A2,,Arcas Boost,1960,Boosted Arcas [0],20,,,,,1
551,MARC 60A,Arcas,,1960,Super Arcas,38,60,1.6,,32.6,1
552,MB-1,Genie,2KS-36250,1956,Genie,273,100,161,,2,1
553,MB-3,MB-3,LR79-NA9,1957,Thor DM-18 [1],,116000,710,,160,1
554,MB-3 DM-21,MB-3,LR79-NA9,,Thor DM-21 [1],,,779,,170,1
555,MB-3-2,MB-3,LR79-NA9,,Thor DM-21 [1],,,760,,170,1
556,MB-3-3,MB-3,LR79-NA9,,Thor LTTAT [1],,,779,,170,1
557,MCR-3,,,1970,MCR-3/RH-125,20,,,,,1
558,MERA,,,1992,MERA,20,40,20,,2,1
559,MG-18,,,1962,Scout X-2M [4],248,591,,,,1
560,MLRS,,,,MLRS,150,170,53,,3.2,1
561,MMR-06,,,,MMR-06,80,,,,9,1
562,MR-103,MR-103,,1974,AOCS 1N,,,0,227,,1
563,MR-104,MR-104,,1977,AOCS 445N,,,.44,239,,1
564,MR-104H,MR-104,,2012,AOCS 890N?,,,.89,,,1
565,MR-106,MR-106,,1974,AOCS 30N,,,.03,232,,1
566,MR-107,MR-107,,1990,"Pegasus AOCS, OAM, H",,,.26,236,550,1
567,MR-111,MR-111,,1980,AOCS 4N,,,0,229,,1
568,MR-12,,,,MR-12,500,,,,,1
569,MR-125,MR-125,,1994,Astrid,,,.11,,30,1
570,MR-20,,,,MR-20,500,,,,,1
571,MR-25,,,,MR-25,500,,,,,1
572,MR-30,,,,MR-30,500,,,,,1
573,MR-50,MR-50,,1974,AOCS 22N,,,.02,228,,1
574,MSBS 501,,,,MSBS M51 [1],30000,,900,,60,1
575,MSBS 502,,,,MSBS M51 [2],10000,,300,,70,1
576,MSBS 503,,,,MSBS M51 [3],5000,,100,,40,1
577,MT 27,,,1964,Lex,75,200,10,200,20,1
578,MT-135,,,1964,MT-135,68,,8.1,230,10.5,1
579,MX-774,MX-774,,1948,Hiroc,,,9,,75,1
580,Mage 1,,,1977,Mage 1,368,,28.2,284.7,34,1
581,Mage 1S,,,1980,Mage 1S,450,,33.5,291,48.5,1
582,Mage 2,,,1980,Mage 2,520,,46.2,294,43,1
583,Mayfly,,,1957,Long Tom,230,224,62,,3.6,1
584,Melanie,,OPd 220,1959,Daniel [3],80,49,38,,4.4,1
585,Melusine,,,,Grannos,20,,,,,1
586,Merlin 1A,,,,Falcon 1 [1],,,378,304,169,1
587,Merlin 1C,,,,Falcon 1 [1],,,400,304,169,1
588,Merlin 1C+,,,,Falcon 1e [1],,,572,304,169,1
589,Merlin 1C-Vac,,,,Falcon 9 [1],,,427,342,169,1
590,Merlin 1D,,,,Falcon 9 [1],,,616,304.8,169,1
591,Merlin 1D-4,,,,Falcon 9 [1],,,780,304.8,169,1
592,Merlin 1D-5,,,,Falcon 9 [1],,,845,304.8,169,1
593,Merlin 1D-FT,,,,Falcon 9 [1],,,720,304.8,169,1
594,Merlin 1D-Vac,,,,Falcon 9-1.1 [2],,,801,345,372,1
595,Meteor-1,,,1963,Meteor-1,32.5,31,14,,2.3,1
596,Meteor-2,,,1968,Meteor-2,368,423,24,,18,1
597,Mk 104,,,,"SM-2 [2], Lynx",486,,,,,1
598,Mk 117 JATO,JATO,,,"JATO BQM74 5""",22.7,,11.2,,1.5,1
599,Mk 12 ASROC,,,,ASROC,480,,49,,,1
600,Mk 125 JATO,JATO,,,JATO Pioneer UAV,9.2,,,,,1
601,Mk 128 JATO,JATO,,,JATO C-130,64.4,,4.4,,15,1
602,Mk 136,,,,ASAS XL,100,,7,,15,1
603,Mk 15,Sidewinder,,,Sidewinder,45,,17.7,,2.1,1
604,Mk 17,AIM-9B Sidewinder,,,Sidewinder,45,,17.7,,2.1,1
605,Mk 22 Mod 2,,,,M58A1 munition,52,30,,,2.1,1
606,Mk 30,,,,SM-1,400,,,,,1
607,Mk 36,AIM-9D Sidewinder,,,Sidewinder,45,,,,,1
608,Mk 39,,,1965,Shrike,70,,35,,2,1
609,Mk 40 LSFFAR,,,1980,2.75-inch FFAR,5,5,3.2,,1.6,1
610,Mk 50 Mod 0,Sidewinder 1D,,1965,Sidewinder (Chaparra,43.8,63,12.2,230,4.7,1
