SITE_ID,SITE_NAME,SITE_CODE,SITE_TYPE,STATE_ORG_CODE,START_DATE,STOP_DATE,SITE_SHORT_NAME,SITE_FULL_NAME,SITE_LOCATION,LONGITUDE,LATITUDE,DEGREES_UNCERTAINTY
914,KREN87A,,launch cruise,SU,1987-03-01 00:00:00,1987-03-01 00:00:00,Krenkel 87,Krenkel cruise 1987,,,,
915,KREN87B,,launch cruise,SU,1987-06-01 00:00:00,1987-06-01 00:00:00,Krenkel 87,Krenkel cruise 1987,,,,
916,KREN87C,,launch cruise,SU,1987-09-01 00:00:00,1987-10-01 00:00:00,Krenkel 87,Krenkel cruise 1987,,,,
917,KREN89A,,launch cruise,SU,1989-11-01 00:00:00,1989-11-01 00:00:00,Krenkel 89,Krenkel cruise 1989,,,,
918,KREN90A,,launch cruise,SU,1990-02-01 00:00:00,1990-03-01 00:00:00,Krenkel 90,Krenkel cruise 1990,,,,
919,KRON,J,launch point,,1961-01-01 00:00:00,1961-08-01 00:00:00,KRON  J,"Jokkmokk (Vidsel), Sweden",,19.2767,66.4147,.0001
920,KRON,,launch site,S,1961-01-01 00:00:00,1964-01-01 00:00:00,KRON  -,"Kronogard (Jokkmokk/Vidsel), Norrbottens Lan, Sverige",,19.78,66.22,.02
921,KSC,LC39A,launch point,,1966-12-01 00:00:00,,KSC   LC39A,"Launch Complex 39A, NASA Kennedy Space Center, Florida",,-80.6041,28.6083,.0001
922,KSC,LC39B,launch point,,1966-12-01 00:00:00,,KSC   LC39B,"Launch Complex 39B, NASA Kennedy Space Center, Florida",,-80.6208,28.6272,.0001
923,KSC,RW15/33,launch point,,1981-04-01 00:00:00,,KSC   RW15/33,"Shuttle Landing Facility, NASA Kennedy Space Center, Florida",,-80.6944,28.6149,.0002
924,KSC,,launch site,US,1966-12-01 00:00:00,,KSC   -,"NASA John F. Kennedy Space Center, Florida",,-80.6041,28.6083,.0001
925,KUSONG,LP1,launch point,,2016-01-01 00:00:00,,Kusong LP1,"Musudan launch site, Panghyon Airport, Kusong City",,125.2079,39.9275,.001
926,KUSONG,LP2,launch point,,2016-01-01 00:00:00,,Kusong LP2,"Bukgeoksong launch site, Kusong City",,125.223,40.0133,.001
927,KUSONG,LP3,launch point,,2016-01-01 00:00:00,,Kusong LP3,"Hwasong 12 launch site, Kusong City",,125.2099,40.066,.001
928,KUSONG,LP4,launch point,,2016-01-01 00:00:00,,Kusong LP4,"Hwasong 14 launch site, Kusong City",,125.2689,39.8722,.001
929,KUSONG,,launch site,KP,2016-01-01 00:00:00,,Kusong,"Musudan launch site, Banghyon Airport, Kusong City, N Pyongan Prov.",,125.2,39.9,.1
930,LANC,,launch site,AU,1974-06-01 00:00:00,1974-06-01 00:00:00,LANC  -,"Lancelin, Perth, W. Australia",,115.19,-31.01,.02
931,LAOG,,launch site,CN,1960-02-19 00:00:00,1960-01-01 00:00:00,LAOG  -,"Laogang, Shanghai Shi, Zhongguo",,121.82,31.02,.02
932,LAP,,launch site,ID,1965-08-11 00:00:00,,LAP   -,"STASPRO, Pameungpeuk site, Cilauteurum, Lembe I, Garut, Jawa Barat",,107.6917,-7.6689,.001
933,LEBA,,launch site,PL,1969-10-03 00:00:00,1973-06-15 00:00:00,LEBA  -,"Leba (Ustka), Slupsk, Pomerania, Polska",,17.55,54.78,.02
934,LIT,LM12-DS,launch point,,1972-12-14 00:00:00,1972-12-14 00:00:00,LIT   LM12-DS,"LM 12 Descent Stage, Taurus-Littrow Base, Littrow Valley, Macrobius B1",Luna,30.75,20.16,.01
935,LIT,,launch site,LUNA,1972-12-14 00:00:00,1972-12-14 00:00:00,LIT   LM12-DS,"LM 12 Descent Stage, Taurus-Littrow Base, Littrow Valley, Macrobius B1",Luna,30.75,20.16,.01
936,LROCK,374-7,launch point,,1962-01-01 00:00:00,1986-01-01 00:00:00,Little Rock,"Launch Complex 374-7, Little Rock Air Force Base, Arkansas",,-92.3973,35.414,.0001
937,LROCK,,launch site,US,1960-01-01 00:00:00,1990-01-01 00:00:00,Little Rock,"Little Rock Air Force Base, Arkansas",,-92.15,34.9,.02
938,LRPG,,launch site,US,1950-05-16 00:00:00,1951-06-30 00:00:00,LRPG,Long Range Proving Ground,"Cape Canaveral, Florida",-80.54,28.46,.05
939,LUNA,,launch site,LUNA,,,Luna,Luna,,,,
940,MAHIA,LC1,launch point,,2017-05-01 00:00:00,,RLLC1,"Rocket Lab Launch Complex 1, Mahia Peninsula","Mahia Peninsula, N Island",177.8655,-39.2609,.0001
941,MAHIA,,launch site,NZ,2017-05-01 00:00:00,,RLLC1,"Rocket Lab Launch Complex 1, Onenui Station, Mahia Peninsula","Mahia Peninsula, N Island",177.8655,-39.2609,.0001
942,MAKAT,,launch site,KZ,1957-01-01 00:00:00,1960-01-01 00:00:00,MAKAT -,"Makat tactical missile base, Atyrau, Kazakstan",,53.32,47.65,.02
943,MAKHCH,,launch site,SU,1960-01-01 00:00:00,1970-01-01 00:00:00,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5,42.7,.2
944,MARS,Pad 0A,launch point,,2006-01-01 00:00:00,,WI    LA0A,"Launch Area 0A, Wallops Flight Facility",,-75.4901,37.8315,.0001
945,MARS,Pad 0B,launch point,,2006-01-01 00:00:00,,WI    LA0B,"Launch Area 0B, Mid-Atlantic Regional Spaceport, Wallops Island",,-75.49,37.83,.02
946,MARS,,launch site,US,2006-01-01 00:00:00,,MARS,"Mid-Atlantic Regional Spaceport, Wallops Island, Virginia",,-75.48,37.83,.02
947,MASHH,,launch site,IR,2000-01-01 00:00:00,,Mashhad,"14th Tactical Air Base, Mashhad","Mashhad, Iran",59.6403,36.2342,.0005
948,MATI,,launch site,US,1981-08-05 00:00:00,1982-09-09 00:00:00,MATI  -,"Matagorda Island, Texas",,-96.5,28.25,.02
949,MATZ,,launch site,ARV,1965-01-01 00:00:00,1965-01-01 00:00:00,MATZ  -,"Base Aerea Teniente Benjamin Matienzo, Nunatak Larsen, Antarctica",Antartida Argentina,-60.07,-64.96,.05
950,MCM,,launch site,NZRD,1962-01-01 00:00:00,1963-01-01 00:00:00,MCM   -,"McMurdo Station, Ross Ice Shelf, New Zealand Antarctic Territory",,166.66,-77.85,.02
951,MEDR,,launch site,IL,2010-01-01 00:00:00,,Med Range,"Target drop point, Mediterranean Sea",,34,18.5,1
952,MER,,launch site,AR,1973-01-01 00:00:00,1973-01-01 00:00:00,MER   -,"Villa Reynolds Air Base, Mercedes, San Luis province, Argentina",,-65.38,-33.73,.02
953,MFWA,,launch zone,US,1993-01-01 00:00:00,,MFWA  -,"Drop Zone, Mayport, Florida, Warning Area, North Atlantic Ocean",,-78.5,29,.1
954,MFWA1,,launch zone,US,1993-01-01 00:00:00,,MFWA1 -,"Drop Zone, Mayport, Florida, Warning Area, North Atlantic Ocean",,-78.3,29,.1
955,MHV,RW12/30,launch point,,2004-01-01 00:00:00,,MHV   RW12/30,"RW12/30, Mojave Spaceport, California",,-118.1357,35.0487,.001
956,MHV,RW30,launch point,,2004-01-01 00:00:00,,MHV   RW30,"RW12/30, Mojave Spaceport, California",,-118.1357,35.0487,.001
957,MHV,,launch site,US,2004-01-01 00:00:00,,MHV,"Mojave Spaceport, California",,-118.1357,35.0487,.001
958,MID,,launch zone,US,2004-01-01 00:00:00,,MID   -,Air drop zone south of Midway Island,,-177,27,3
959,MID2,,launch zone,US,2004-01-01 00:00:00,,MID2  -,"Air drop zone north of Midway?, 1500 km from Shemya",,180,38,5
960,MINAKH,,launch site,SY,1992-07-01 00:00:00,,MINAK -,"Syrian missile base, Minakh, N of Halab/Alleppo, Syria (Base at Al Safir)",,37.0391,36.519,.001
961,MLD,,launch site,AAT,1970-01-01 00:00:00,1984-01-01 00:00:00,MLD   -,"Molodezhnaya, Enderby Land, Australian Antarctic Territory",,45.85,-67.66,.02
962,MRL,,launch site,N,1983-11-30 00:00:00,1984-01-15 00:00:00,MRL   -,"Marka Range, Lista, Norway",,7.3,58.2,.1
963,MRNV,,launch site,US,1957-01-01 00:00:00,1957-01-01 00:00:00,MRNV  -,"Mercury, Nevada",,-115.98,36.67,.04
964,MUD,A,launch point,,1959-01-01 00:00:00,1967-01-01 00:00:00,MUD   A,"Mud Lake 2 drop zone, Nevada",,-117.3,38.1,.1
965,MUD,B,launch point,,1959-01-01 00:00:00,1967-01-01 00:00:00,MUD   B,"Mud Lake 1 drop zone, Nevada",,-116.8,37.97,.1
966,MUD,L,launch point,,1959-01-01 00:00:00,1967-01-01 00:00:00,MUD   L,"Mud Lake, Nevada",,-117.09,37.87,.1
967,MUD,RW08/26,launch point,,1959-01-01 00:00:00,1967-01-01 00:00:00,MUD   RW08/26,"RW08/26, Mud Lake, Nevada",,-117.09,37.87,.1
968,MUD,RW18/36,launch point,,1959-01-01 00:00:00,1967-01-01 00:00:00,MUD   RW18/36,"RW18/36, Mud Lake, Nevada",,-117.09,37.87,.1
969,MUD,,launch site,US,1959-01-01 00:00:00,1967-01-01 00:00:00,MUD,"Mud Lake, Nevada",,-117.3,38.1,.1
970,MUPYONG,,launch site,KP,2017-01-01 00:00:00,,Mupyong-ni,"Mupyong-ni, Chagang province",,126.4257,40.6112,.0001
971,MUSS77A,,launch cruise,SU,1977-12-01 00:00:00,1977-12-01 00:00:00,Musson 77,Musson cruise 1977,,,,
972,MUSS78A,,launch cruise,SU,1978-03-01 00:00:00,1978-04-01 00:00:00,Musson 78,Musson cruise 1978,,,,
973,MUSS78B,,launch cruise,SU,1978-11-01 00:00:00,1978-11-01 00:00:00,Musson 78,Musson cruise 1978,,,,
974,MUSS79A,,launch cruise,SU,1979-02-01 00:00:00,1979-02-01 00:00:00,Musson 79,Musson cruise 1979,,,,
975,MUSS79B,,launch cruise,SU,1979-05-01 00:00:00,1979-06-01 00:00:00,Musson 79,Musson cruise 1979,,,,
976,MUSS81A,,launch cruise,SU,1981-09-01 00:00:00,1981-10-01 00:00:00,Musson 81,Musson cruise 1981,,,,
977,MUSS82A,,launch cruise,SU,1982-01-01 00:00:00,1982-01-01 00:00:00,Musson 82,Musson cruise 1982,,,,
978,MUSS82B,,launch cruise,SU,1982-04-01 00:00:00,1982-05-01 00:00:00,Musson 82,Musson cruise 1982,,,,
979,MUSS83A,,launch cruise,SU,1983-05-01 00:00:00,1983-05-01 00:00:00,Musson 83,Musson cruise 1983,,,,
980,MUSS83B,,launch cruise,SU,1983-08-01 00:00:00,1983-08-01 00:00:00,Musson 83,Musson cruise 1983,,,,
981,MUSS85A,,launch cruise,SU,1985-10-01 00:00:00,1985-11-01 00:00:00,Musson 85,Musson cruise 1985,,,,
982,MUSS87A,,launch cruise,SU,1987-07-01 00:00:00,1987-07-01 00:00:00,Musson 87,Musson cruise 1987,,,,
983,MUSS89A,,launch cruise,SU,1989-06-01 00:00:00,1989-06-01 00:00:00,Musson 89,Musson cruise 1989,,,,
984,NAMFI,,launch site,GR,1994-01-01 00:00:00,,NAMFI,NATO Missile Firing Installation (NAMFI),"Chania, Crete",24.2,35.6,.15
985,NAMPO,,launch site,KP,2015-01-01 00:00:00,,Nampo,"Scud launch site near Nampo, South Pyongan Prov. (Pyong'annam-do)",,125.5,38.75,.3
986,NAOTS,,launch site,US,1955-01-01 00:00:00,1955-01-01 00:00:00,NAOTS -,"Naval Air Ordnance Test Station, Chincoteague, Virginia",,-75.36,37.92,.03
987,NARO,,launch site,KR,2007-01-01 00:00:00,,NARO  -,"Naro Space Center (Naro Uju Senteo),Oenaro I,GoHeung, Jeollanam-do,Korea",,127.54,34.43,.02
988,NEGEV,,launch site,IL,1980-01-01 00:00:00,1995-01-01 00:00:00,NEGEV -,"Negev Desert test site, Hadarom Hanegev, Israel",,35,31,1
989,NEN,,launch site,SU,1960-01-01 00:00:00,,NEN   -,"GTsMP?, Nenoksa Test Range, Rossiya",,39.2,64.63,.1
990,NIIJ,,launch site,J,1963-01-01 00:00:00,1966-01-01 00:00:00,NIIJ  -,"Niijima, Nippon",,139.27,34.33,.02
991,NIIP-5,,launch site,SU,1956-01-01 00:00:00,1989-01-01 00:00:00,NIIP-5,"NIIP-5, Baykonur, Kazakstan",,63,46,.02
992,NIIP-53,,launch site,SU,1960-01-01 00:00:00,1993-01-01 00:00:00,NIIP-53,"53-y Nauchno-Issledovatelskiy Ispitatelniy Poligon,",Plesetsk,40.5,62.9,.02
993,NOKV73A,,launch cruise,SU,1973-01-01 00:00:00,1973-01-01 00:00:00,NOKV73A,Noyekov cruise May-Jul 1973,,,,
994,NOKV73B,,launch cruise,SU,1973-01-01 00:00:00,1973-01-01 00:00:00,NOKV73B,Noyekov cruise Oct-Dec 1973,,,,
995,NOSSET,,launch site,RU,2008-01-01 00:00:00,2008-01-01 00:00:00,N Ossetia,North Ossetia? Possible Iskander launch point,,44,43,1
996,NOTS,G-2,launch point,,1958-01-01 00:00:00,1958-01-01 00:00:00,NOTS  G-2,"Test Stand G-2, Naval Ordnance Test Station, China Lake, California",,-117.17,35.58,.04
997,NOTS,RW,launch point,,1958-01-01 00:00:00,1958-01-01 00:00:00,NOTS  RW,"RW ??, Naval Ordnance Test Station, China Lake, California",,-117.17,35.58,.02
998,NOTS,,launch site,US,1958-01-01 00:00:00,1958-01-01 00:00:00,NOTS  -,"Naval Ordnance Test Station, China Lake, California",,-117.17,35.58,.02
999,NOUA,,launch site,MR,1973-06-30 00:00:00,1973-06-30 00:00:00,NOUA  -,"Nouadhibou, Dakhlet Nouadhibou, Mauritanie",,-17.0314,20.9208,.0002
1000,NOVOSY,,launch site,SU,1969-01-01 00:00:00,1969-01-01 00:00:00,NOVOSY,Novosysoyevka missile base,,133.36,44.24,.2
1001,NPOLE,,launch zone,RU,1995-01-01 00:00:00,1995-01-01 00:00:00,NPOLE -,North polar submarine launch area,,0,90,1
1002,NTAG,,launch site,SU,1960-01-01 00:00:00,1990-01-01 00:00:00,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.364,58.096,.01
1003,NTRURO,,launch site,US,1969-11-01 00:00:00,1970-02-01 00:00:00,NTRURO,North Truro Air Force Station,,-70.05,42.03,.01
1004,NTS,Area 26,launch point,,1997-02-01 00:00:00,,NTS   Area 26,"Sandia Wahmonie Launch Facility, Area 26, Nevada Test Site",,-116.11,36.75,.04
1005,NTS,,launch site,US,1997-02-01 00:00:00,,NTS   Area 26,"Sandia Wahmonie Launch Facility, Area 26, Nevada Test Site",,-116.11,36.75,.04
1006,NZEM,,launch site,SU,1961-01-01 00:00:00,1961-01-01 00:00:00,NZ    -,Novaya Zemlya test site,,54.6,70.7,.1
1007,OBA,,launch site,J,1961-06-01 00:00:00,1961-01-01 00:00:00,OBA   -,"Obuchi (Obachi?), Aomori, Honshu, Nippon",,141.73,40.7,.02
1008,OCEAN,,launch site,EARTH,,,Ocean,Ocean launch sites,,,,
1009,OK,KRE,launch point,,,,OK    KRE,"Krenkel Polar Station, Ostrov Kheysa",,58.03,80.37,.01
1010,OK,,launch site,SU,1956-01-01 00:00:00,1980-01-01 00:00:00,OK    -,"Ostrov Kheysa, Zemlya Frantsa-Iosifa",,58.05,80.45,.02
1011,OMLA,,launch zone,SU,1960-01-01 00:00:00,,OMLA  -,"Okhotsk Launch Area, Okhotskoye More",,148,57,2
1012,OMSK,,launch site,SU,1960-01-01 00:00:00,1990-01-01 00:00:00,OMSK,"Omsk missile base, Russia",,73.635,55.16,.01
1013,ORDZH,,launch site,SU,1961-01-01 00:00:00,1969-01-01 00:00:00,ORDZH,"Ordzhonikidze missile base, Ordzhonikidze (Vladikavkaz), S Ossetia",,44.65,43.02,.2
1014,OTB,,launch site,ZA,1980-01-01 00:00:00,1990-01-01 00:00:00,OTB   -,"Overberg Toersbaan, Arniston, Waenhuiskrans, Western Cape, South Africa",,20.32,-34.58,.02
1015,PA,LC-A,launch point,,1960-09-19 00:00:00,1964-12-21 00:00:00,PA    LC-A,"Launch Complex A, Naval Missile Facility, Point Arguello, California",,-120.5992,34.6591,.005
1016,PA,LC-B,launch point,,1960-07-01 00:00:00,1963-05-11 00:00:00,PA    LC-B,"Launch Complex B, Naval Missile Facility, Point Arguello, California",,-120.6017,34.6523,.005
1017,PA,LC-C,launch point,,1962-01-01 00:00:00,1964-07-01 00:00:00,PA    LC-C,"Launch Complex C, Naval Missile Facility, Point Arguello, California",,-120.6269,34.6057,.005
1018,PA,LC-D,launch point,,1962-04-26 00:00:00,1964-07-01 00:00:00,PA    LC-D,"Launch Complex D, Naval Missile Facility, Point Arguello, California",,-120.6234,34.6043,.005
1019,PA,LC1-1,launch point,,1960-10-11 00:00:00,1964-07-10 00:00:00,PA    LC1-1,"Launch Complex 1, Pad 1, Naval Missile Facility, Point Arguello",,-120.5911,34.64,.005
1020,PA,LC1-2,launch point,,1961-07-12 00:00:00,1964-07-01 00:00:00,PA    LC1-2,"Launch Complex 1, Pad 2, Naval Missile Facility, Point Arguello",,-120.5878,34.6359,.005
1021,PA,LC2-3,launch point,,1963-07-12 00:00:00,1964-07-06 00:00:00,PA    LC2-3,"Launch Complex 2, Pad 3, Naval Missile Facility, Point Arguello",,-120.6139,34.629,.005
1022,PA,LC2-4,launch point,,1964-01-01 00:00:00,1964-07-01 00:00:00,PA    LC2-4,"Launch Complex 2, Pad 4, Naval Missile Facility, Point Arguello",,-120.6099,34.6276,.005
1023,PA,,launch site,US,1958-01-01 00:00:00,1965-01-01 00:00:00,PA    -,"Naval Missile Facility, Point Arguello, California",,-120.6,34.62,.02
1024,PALB,IAFTR,launch point,,1988-01-01 00:00:00,,PALB  IAFTR,"Sea Launch Area, Israeli Air Force Test Range, Palmachim Beach, Israel",,34.6,31.9,.02
1025,PALB,SH,launch point,,1988-01-01 00:00:00,,PALB  SH,"Shaviyt pad, Israeli Air Force Test Range, Palmachim Beach, Israel",,34.7,31.9,.02
1026,PALB,,launch site,IL,1988-01-01 00:00:00,,PALB  -,"Israeli Air Force Test Range, Palmachim Beach, Israel",,34.7,31.9,.02
1027,PASS80A,,launch cruise,SU,1980-02-01 00:00:00,1980-03-01 00:00:00,Passat 80,Passat cruise 1980,,,,
1028,PASS82A,,launch cruise,SU,1982-02-01 00:00:00,1982-02-01 00:00:00,Passat 82,Passat cruise 1982,,,,
1029,PASS82B,,launch cruise,SU,1982-05-01 00:00:00,1982-05-01 00:00:00,Passat 82,Passat cruise 1982,,,,
1030,PASS86A,,launch cruise,SU,1986-02-01 00:00:00,1986-03-01 00:00:00,Passat 86,Passat cruise 1986,,,,
1031,PASS88A,,launch cruise,SU,1988-03-01 00:00:00,1988-04-01 00:00:00,Passat 88,Passat cruise 1988,,,,
1032,PASS88B,,launch cruise,SU,1988-11-01 00:00:00,1988-11-01 00:00:00,Passat 88,Passat cruise 1988,,,,
1033,PASS89A,,launch cruise,SU,1989-02-01 00:00:00,1989-02-01 00:00:00,Passat 89,Passat cruise 1989,,,,
1034,PASS89B,,launch cruise,SU,1989-05-01 00:00:00,1989-05-01 00:00:00,Passat 89,Passat cruise 1989,,,,
1035,PASS90A,,launch cruise,SU,1990-01-01 00:00:00,1990-01-01 00:00:00,Passat 90,Passat cruise 1990,,,,
1036,PASS90B,,launch cruise,SU,1990-11-01 00:00:00,1990-11-01 00:00:00,Passat 90,Passat cruise 1990,,,,
1037,PAVL,,launch site,SU,1971-01-01 00:00:00,1972-01-01 00:00:00,PAVL,"PMZ Pavlograd test site, Ukraine",,38.5,48.9,.2
1038,PAWA,,launch zone,US,1990-01-01 00:00:00,,PAWA  -,"Point Arguello Warning Area Drop Zone, Pacific Ocean",,-123,36,.02
1039,PBA,,launch site,US,1965-01-01 00:00:00,1972-01-01 00:00:00,PBA   -,"Point Barrow, Alaska",,-156.78,71.03,.02
1040,PDI,,launch site,AR,,,PDI   -,"Puente del Inca, Mendoza, Argentina",,-69.91,-32.82,.05
1041,PF,LC1,launch point,,1969-01-01 00:00:00,,PF    LC1,"MRL 7.5K launcher, Pad 1, Poker Flat Research Range, Alaska",,-147.4882,65.1296,.0001
1042,PF,LC2,launch point,,1969-01-01 00:00:00,,PF    LC2,"MRL 7.5K launcher, Pad 2, Poker Flat Research Range, Alaska",,-147.4861,65.1298,.0001
1043,PF,LC3,launch point,,1969-01-01 00:00:00,,PF    LC3,"AML 20K launcher, Pad 3, Poker Flat Research Range, Alaska",,-147.4855,65.1298,.0001
1044,PF,LC4,launch point,,1969-01-01 00:00:00,,PF    LC4,"AML 20K launcher, Pad 4, Poker Flat Research Range, Alaska",,-147.4832,65.1302,.0001
1045,PF,LC5,launch point,,1969-01-01 00:00:00,,PF    LC5,"AML 4K3 launcher, Pad 5, Poker Flat Research Range, Alaska",,-147.4833,65.1292,.0001
1046,PF,LC6,launch point,,1969-01-01 00:00:00,,PF    LC6,"Hilltop 7.5K launcher, Pad 6, Poker Flat Research Range, Alaska",,-147.4609,65.117,.0001
1047,PF,,launch site,US,1969-01-01 00:00:00,,PF    -,"Poker Flat Research Range, Ft Wainwright, Alaska",,-147.467,65.117,.005
1048,PISQ,,launch site,I,2000-01-01 00:00:00,,PISQ,Poligono Sperimentale e di Addestramento Interforze del Salto di Quirra,,9.43,39.6,.02
1049,PLATT,,launch site,US,,,PLATT -,"Plattsburgh AFB, NY",,-73.46,44.66,.01
1050,PLM,,launch zone,US,1959-01-01 00:00:00,1967-01-01 00:00:00,PLM   -,"Palmdale Omni Drop Zone, Palmdale, California",,-117.97,34.68,.02
1051,PM,B1,launch point,,1957-01-01 00:00:00,,PM    B1,"Complex Bravo Pad 1, Point Mugu (Tomahawk/HARPOON)","Pt. Mugu, California",-119.1216,34.0996,.0001
1052,PM,B2,launch point,,1957-01-01 00:00:00,,PM    B2,"Complex Bravo Pad 2, Point Mugu","Pt. Mugu, California",-119.1209,34.0992,.0001
1053,PM,C1,launch point,,1957-01-01 00:00:00,,PM    C1,"Complex Charlie Pad 1, Point Mugu (Met rocket/AMRAAM)","Pt. Mugu, California",-119.1184,34.0986,.05
1054,PM,C2,launch point,,1957-01-01 00:00:00,,PM    C2,"Complex Charlie Pad 2, Point Mugu","Pt. Mugu, California",-119.1184,34.0986,.05
1055,PM,C3,launch point,,1957-01-01 00:00:00,,PM    C3,"Complex Charlie Pad 3, Point Mugu","Pt. Mugu, California",-119.1184,34.0986,.05
1056,PM,SLB,launch point,,1957-01-01 00:00:00,,PM    -,"Surface Launch Building, Naval Missile and Astronautics Center","Point Mugu, California",-119.1286,34.1103,.0001
1057,PM,,launch site,US,1957-01-01 00:00:00,,PM    -,"Naval Missile and Astronautics Center, Point Mugu, California",,-119.12,34.12,.02
1058,PMFA,,launch site,US,1960-03-01 00:00:00,,PMFA  -,"POMFLANT, Polaris Missile Facility, Atlantic","Charleston, S Carolina",-79.95,32.85,.01
1059,PMFP,,launch site,US,1966-01-01 00:00:00,,PMFP  -,"POMFPAC,  Polaris Missile Facility, Pacific","Bangor, Washington",-122.72,42.72,.01
1060,PMLA,,launch zone,US,1955-01-01 00:00:00,,PMLA  -,"Point Mugu Launch Area, Western Test Range, Point Mugu, California",,-119.2,34,.5
1061,PMR,,launch zone,US,1960-01-01 00:00:00,1974-01-01 00:00:00,WTR   -,"SLBM Launch Area, Western Test Range, Pacific Ocean",,-120,35,3
1062,POLA,,launch zone,SU,,,POLA  -,Pacific Ocean Launch Area for Soviet/Russian submarines,,,,
1063,POR1,,launch cruise,US,1965-10-28 00:00:00,1965-10-28 00:00:00,POR1  -,Hydra Launch Site 2,,-120,30,.5
1064,POR10,,launch cruise,US,1958-10-01 00:00:00,1958-10-01 00:00:00,POR10 -,1958 NRL Cruise,,-165.5,-10.5,1
1065,POR11,LP1,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP1,1965 Croatan MRF Expedition LP1,,-79.38,37.78,.01
1066,POR11,LP10,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP10,1965 Croatan MRF Expedition LP10,,-77.83,-12.5,.01
1067,POR11,LP11,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP11,1965 Croatan MRF Expedition LP11,,-78.25,-12.82,.01
1068,POR11,LP12,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP12,1965 Croatan MRF Expedition LP12,,-77.83,-12.83,.01
1069,POR11,LP13,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP13,1965 Croatan MRF Expedition LP13,,-77.93,-12.8,.01
1070,POR11,LP14,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP14,1965 Croatan MRF Expedition LP14,,-77.67,-12.67,.01
1071,POR11,LP15,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP15,1965 Croatan MRF Expedition LP15,,-77.98,-12.78,.01
1072,POR11,LP16,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP16,1965 Croatan MRF Expedition LP16,,-77,-12,.01
1073,POR11,LP17,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP17,1965 Croatan MRF Expedition LP17,,-78,-12.92,.01
1074,POR11,LP18,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP18,1965 Croatan MRF Expedition LP18,,-77.97,-12.95,.01
1075,POR11,LP19,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP19,1965 Croatan MRF Expedition LP19,,-77.9,-12.9,.01
1076,POR11,LP2,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP2,1965 Croatan MRF Expedition LP2,,-84,.01,.1
1077,POR11,LP20,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP20,1965 Croatan MRF Expedition LP20,,-77.83,-12.95,.01
1078,POR11,LP21,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP21,1965 Croatan MRF Expedition LP21,,-78.6,-11.73,.01
1079,POR11,LP22,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP22,1965 Croatan MRF Expedition LP22,,-78.33,-11.83,.01
1080,POR11,LP23,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP23,1965 Croatan MRF Expedition LP23,,-78.42,-11.4,.01
1081,POR11,LP24,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP24,1965 Croatan MRF Expedition LP24,,-80,-9.17,.01
1082,POR11,LP25,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP25,1965 Croatan MRF Expedition LP25,,-79.83,-10.17,.01
1083,POR11,LP26,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP26,1965 Croatan MRF Expedition LP26,,-79.45,-10.17,.01
1084,POR11,LP27,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP27,1965 Croatan MRF Expedition LP27,,-78.75,-12.18,.01
1085,POR11,LP28,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP28,1965 Croatan MRF Expedition LP28,,-77.83,-14,.01
1086,POR11,LP29,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP29,1965 Croatan MRF Expedition LP29,,-77.98,-15.98,.01
1087,POR11,LP3,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP3,1965 Croatan MRF Expedition LP3,,-84,-1,.01
1088,POR11,LP30,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP30,1965 Croatan MRF Expedition LP30,,-78.23,-12.08,.01
1089,POR11,LP31,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP31,1965 Croatan MRF Expedition LP31,,-78.22,-12.12,.01
1090,POR11,LP32,launch point,,1965-03-01 00:00:00,1965-03-01 00:00:00,POR11 LP32,1965 Croatan MRF Expedition LP32,,-76.13,-24.08,.01
